;airplane - biplane - 1119;airplane - commercial - 1146;airplane - fighter_jet - 1168;airplane - glider - 1267;airplane - stealth_bomber - 1293;balloon_vehicle - hot_air_balloon - 1337;aircraft - helicopter - 1302;spaceship - enterprise_like - 1354;spaceship - satellite - 1388;spaceship - flying_saucer - 1375;spaceship - tie_fighter - 1401;insect - ant - 0;insect - butterfly - 9;biped - human - 118;human - human_arms_out - 219;human - walking - 259;bird - flying_bird - 34;bird - standing_bird - 27;quadruped - dog - 86;quadruped - horse - 103;quadruped - rabbit - 109;animal - snake - 82;underwater_creature - sea_turtle - 277;underwater_creature - fish - 53;blade - axe - 729;blade - knife - 718;blade - sword - 687;body_part - face - 291;body_part - hand - 323;body_part - head - 340;body_part - skull - 376;0 - book - 1789;building - barn - 458;building - church - 389;building - gazebo - 393;building - one_story_home - 423;building - skyscraper - 463;tent - one_peak_tent - 473;building - two_story_home - 438;0 - chess_set - 1589;0 - city - 1646;computer - desktop - 1768;display_device - computer_monitor - 548;0 - door - 1705;0 - eyeglasses - 580;0 - fireplace - 1797;furniture - cabinet - 952;furniture - school_desk - 763;seat - bench - 774;chair - dining_chair - 808;seat - desk_chair - 792;furniture - shelves - 844;table - rectangular - 871;round - single_leg - 933;0 - geographic_map - 1686;gun - handgun - 648;0 - hat - 1626;0 - hourglass - 592;0 - ladder - 1642;lamp - streetlight - 617;liquid_container - glass_with_stem - 494;liquid_container - pail - 510;liquid_container - vase - 527;0 - mailbox - 514;guitar - electrical_guitar - 625;0 - newtonian_toy - 1666;plant - bush - 961;plant - flowers - 970;plant - potted_plant - 989;tree - barren - 1058;tree - conical - 1079;0 - satellite_dish - 1811;sailboat - large_sail_boat - 1453;sea_vessel - ship - 1427;sea_vessel - submarine - 1463;sign - billboard - 1682;0 - sink - 1807;0 - slot_machine - 1803;0 - staircase - 1733;tool - hammer - 1109;tool - shovel - 1099;0 - umbrella - 1748;car - race_car - 1502;car - sedan - 1517;vehicle - covered_wagon - 1565;cycle - motorcycle - 1479;vehicle - monster_truck - 1560;vehicle - semi - 1570;suv - jeep - 1489;train - train_car - 1584;0 - wheel - 733;wheel - gear - 741
1;airplane - biplane - 1121;airplane - commercial - 1152;airplane - fighter_jet - 1218;airplane - commercial - 1164;airplane - stealth_bomber - 1295;liquid_container - vase - 537;aircraft - helicopter - 1320;building - two_story_home - 446;underwater_creature - fish - 69;spaceship - flying_saucer - 1381;aircraft - helicopter - 1304;insect - ant - 2;bird - flying_bird - 37;biped - human - 182;human - human_arms_out - 221;human - human_arms_out - 233;bird - flying_bird - 37;building - church - 389;quadruped - dog - 92;quadruped - horse - 108;body_part - head - 344;chair - dining_chair - 824;underwater_creature - sea_turtle - 281;underwater_creature - fish - 55;lamp - streetlight - 624;blade - knife - 720;blade - knife - 722;body_part - face - 295;sea_vessel - submarine - 1471;building - church - 389;body_part - skull - 380;0 - city - 1656;body_part - hand - 327;body_part - head - 364;0 - satellite_dish - 1811;building - one_story_home - 424;building - one_story_home - 434;0 - umbrella - 1751;body_part - head - 356;0 - door - 1719;airplane - stealth_bomber - 1294;0 - slot_machine - 1804;body_part - skull - 379;0 - door - 1710;insect - butterfly - 13;0 - fireplace - 1798;vehicle - covered_wagon - 1569;0 - umbrella - 1748;airplane - glider - 1278;bird - flying_bird - 43;seat - desk_chair - 801;furniture - shelves - 850;spaceship - enterprise_like - 1368;round - single_leg - 936;0 - door - 1708;0 - city - 1652;0 - fireplace - 1802;0 - hourglass - 594;guitar - electrical_guitar - 636;sea_vessel - ship - 1437;round - single_leg - 938;biped - human - 142;display_device - computer_monitor - 558;0 - mailbox - 516;guitar - electrical_guitar - 627;seat - bench - 774;building - church - 392;0 - eyeglasses - 582;vehicle - semi - 1575;tree - barren - 1062;tree - conical - 1082;0 - umbrella - 1749;body_part - face - 291;sea_vessel - ship - 1429;sea_vessel - submarine - 1470;0 - chess_set - 1595;body_part - face - 297;furniture - cabinet - 954;underwater_creature - sea_turtle - 277;airplane - fighter_jet - 1236;blade - axe - 729;tent - one_peak_tent - 473;car - race_car - 1515;car - sedan - 1527;vehicle - covered_wagon - 1569;cycle - motorcycle - 1481;vehicle - monster_truck - 1561;human - human_arms_out - 227;car - sedan - 1525;furniture - cabinet - 953;spaceship - flying_saucer - 1382;body_part - head - 342
2;airplane - biplane - 1133;airplane - commercial - 1156;airplane - fighter_jet - 1258;body_part - hand - 339;airplane - stealth_bomber - 1297;liquid_container - vase - 539;aircraft - helicopter - 1312;car - race_car - 1510;body_part - hand - 330;spaceship - flying_saucer - 1385;spaceship - tie_fighter - 1405;airplane - fighter_jet - 1246;bird - flying_bird - 34;human - walking - 262;human - human_arms_out - 223;human - walking - 263;insect - butterfly - 9;display_device - computer_monitor - 554;human - walking - 263;quadruped - horse - 104;0 - slot_machine - 1803;airplane - glider - 1282;underwater_creature - sea_turtle - 278;underwater_creature - fish - 57;0 - ladder - 1644;tool - shovel - 1104;tool - shovel - 1103;building - one_story_home - 425;biped - human - 210;quadruped - rabbit - 109;0 - hat - 1631;0 - door - 1713;car - sedan - 1517;display_device - computer_monitor - 551;0 - city - 1646;car - race_car - 1505;building - one_story_home - 427;0 - umbrella - 1748;furniture - cabinet - 958;0 - chess_set - 1592;0 - umbrella - 1753;body_part - head - 362;0 - slot_machine - 1803;0 - geographic_map - 1691;insect - butterfly - 10;0 - fireplace - 1800;quadruped - horse - 105;furniture - school_desk - 764;0 - door - 1707;tool - shovel - 1100;seat - desk_chair - 800;0 - wheel - 734;airplane - commercial - 1162;airplane - biplane - 1133;0 - door - 1716;guitar - electrical_guitar - 628;building - one_story_home - 432;0 - hourglass - 593;blade - axe - 731;plant - potted_plant - 1005;blade - sword - 705;human - human_arms_out - 227;display_device - computer_monitor - 557;bird - standing_bird - 29;guitar - electrical_guitar - 635;airplane - glider - 1278;building - two_story_home - 440;seat - bench - 779;spaceship - satellite - 1393;tree - barren - 1068;plant - potted_plant - 1009;0 - umbrella - 1752;wheel - gear - 748;sea_vessel - ship - 1431;body_part - hand - 337;airplane - stealth_bomber - 1295;0 - satellite_dish - 1811;furniture - cabinet - 958;suv - jeep - 1489;airplane - fighter_jet - 1178;blade - axe - 731;airplane - fighter_jet - 1264;body_part - face - 311;car - sedan - 1521;quadruped - horse - 105;car - race_car - 1509;furniture - shelves - 848;human - walking - 260;car - sedan - 1529;building - church - 392;spaceship - flying_saucer - 1385;liquid_container - vase - 539
3;airplane - biplane - 1127;airplane - fighter_jet - 1244;airplane - fighter_jet - 1182;airplane - commercial - 1154;0 - book - 1789;liquid_container - vase - 533;airplane - fighter_jet - 1182;building - church - 391;underwater_creature - fish - 68;spaceship - flying_saucer - 1386;spaceship - tie_fighter - 1402;airplane - fighter_jet - 1176;bird - flying_bird - 47;biped - human - 136;human - human_arms_out - 237;human - human_arms_out - 235;airplane - glider - 1284;building - one_story_home - 432;aircraft - helicopter - 1310;quadruped - horse - 107;building - church - 389;tree - barren - 1068;underwater_creature - sea_turtle - 282;sea_vessel - ship - 1439;blade - axe - 731;blade - knife - 722;tool - shovel - 1104;body_part - face - 305;quadruped - dog - 92;computer - desktop - 1776;building - two_story_home - 446;0 - geographic_map - 1695;car - sedan - 1525;underwater_creature - fish - 63;0 - umbrella - 1753;car - sedan - 1531;liquid_container - pail - 512;0 - umbrella - 1750;body_part - head - 360;insect - butterfly - 10;spaceship - flying_saucer - 1379;balloon_vehicle - hot_air_balloon - 1343;body_part - head - 364;0 - ladder - 1645;bird - flying_bird - 40;body_part - face - 299;seat - desk_chair - 804;table - rectangular - 919;seat - bench - 779;airplane - glider - 1267;seat - desk_chair - 798;wheel - gear - 749;underwater_creature - fish - 65;bird - flying_bird - 42;0 - door - 1718;guitar - electrical_guitar - 626;0 - hat - 1627;underwater_creature - fish - 69;guitar - electrical_guitar - 633;blade - knife - 724;liquid_container - glass_with_stem - 499;biped - human - 162;balloon_vehicle - hot_air_balloon - 1344;balloon_vehicle - hot_air_balloon - 1341;guitar - electrical_guitar - 631;airplane - glider - 1270;body_part - hand - 327;0 - city - 1662;underwater_creature - fish - 66;tree - barren - 1076;balloon_vehicle - hot_air_balloon - 1341;0 - sink - 1807;biped - human - 210;airplane - fighter_jet - 1224;sea_vessel - ship - 1447;0 - geographic_map - 1697;0 - umbrella - 1749;body_part - head - 364;building - barn - 462;tool - hammer - 1110;0 - ladder - 1644;table - rectangular - 909;0 - city - 1650;car - sedan - 1525;quadruped - dog - 91;0 - geographic_map - 1689;body_part - hand - 327;biped - human - 154;car - sedan - 1517;body_part - head - 366;spaceship - flying_saucer - 1377;balloon_vehicle - hot_air_balloon - 1337
4;airplane - biplane - 1131;airplane - commercial - 1150;airplane - fighter_jet - 1262;airplane - commercial - 1162;0 - door - 1711;body_part - head - 342;airplane - fighter_jet - 1210;sea_vessel - submarine - 1471;aircraft - helicopter - 1304;spaceship - flying_saucer - 1377;underwater_creature - fish - 64;airplane - fighter_jet - 1204;bird - flying_bird - 42;biped - human - 120;human - human_arms_out - 255;biped - human - 148;bird - flying_bird - 40;underwater_creature - fish - 63;quadruped - horse - 107;spaceship - satellite - 1389;body_part - head - 364;tree - barren - 1066;0 - staircase - 1733;spaceship - flying_saucer - 1376;blade - sword - 701;tool - shovel - 1103;blade - knife - 718;0 - sink - 1807;quadruped - dog - 86;building - one_story_home - 427;0 - hat - 1630;0 - door - 1714;car - sedan - 1521;display_device - computer_monitor - 554;spaceship - flying_saucer - 1379;airplane - fighter_jet - 1210;body_part - hand - 332;tent - one_peak_tent - 474;furniture - cabinet - 954;0 - newtonian_toy - 1667;aircraft - helicopter - 1330;computer - desktop - 1774;computer - desktop - 1769;blade - sword - 701;plant - bush - 967;insect - butterfly - 9;aircraft - helicopter - 1336;airplane - biplane - 1121;0 - newtonian_toy - 1666;chair - dining_chair - 816;seat - desk_chair - 799;wheel - gear - 743;airplane - fighter_jet - 1208;airplane - biplane - 1121;0 - door - 1721;aircraft - helicopter - 1330;display_device - computer_monitor - 555;tree - conical - 1086;blade - sword - 695;sea_vessel - submarine - 1465;building - skyscraper - 467;biped - human - 196;furniture - cabinet - 956;underwater_creature - fish - 61;guitar - electrical_guitar - 632;airplane - glider - 1281;body_part - hand - 332;0 - city - 1660;building - skyscraper - 464;airplane - glider - 1277;building - skyscraper - 464;0 - umbrella - 1753;building - one_story_home - 431;airplane - fighter_jet - 1214;airplane - fighter_jet - 1234;0 - chess_set - 1596;body_part - face - 291;building - two_story_home - 438;car - sedan - 1529;airplane - fighter_jet - 1206;lamp - streetlight - 624;table - rectangular - 919;table - rectangular - 895;car - sedan - 1529;quadruped - dog - 89;gun - handgun - 664;vehicle - monster_truck - 1563;underwater_creature - fish - 69;quadruped - rabbit - 111;quadruped - rabbit - 110;spaceship - flying_saucer - 1381;liquid_container - vase - 527
5;airplane - biplane - 1125;airplane - commercial - 1162;airplane - fighter_jet - 1236;airplane - fighter_jet - 1234;0 - city - 1656;wheel - gear - 741;aircraft - helicopter - 1310;human - human_arms_out - 257;underwater_creature - fish - 64;spaceship - flying_saucer - 1382;aircraft - helicopter - 1306;airplane - fighter_jet - 1188;airplane - glider - 1274;biped - human - 186;human - human_arms_out - 251;blade - sword - 705;bird - flying_bird - 43;body_part - head - 340;car - race_car - 1508;bird - standing_bird - 30;0 - mailbox - 515;airplane - glider - 1278;building - barn - 462;airplane - fighter_jet - 1206;tool - shovel - 1102;animal - snake - 84;tool - shovel - 1101;car - sedan - 1531;quadruped - horse - 105;liquid_container - pail - 512;0 - hat - 1628;0 - geographic_map - 1686;car - sedan - 1523;body_part - head - 344;0 - city - 1648;car - race_car - 1507;display_device - computer_monitor - 554;table - rectangular - 919;body_part - head - 352;0 - geographic_map - 1691;aircraft - helicopter - 1322;computer - desktop - 1769;display_device - computer_monitor - 556;0 - ladder - 1644;0 - door - 1711;seat - desk_chair - 798;vehicle - covered_wagon - 1565;tent - one_peak_tent - 473;airplane - glider - 1270;body_part - hand - 339;quadruped - dog - 92;spaceship - flying_saucer - 1379;human - human_arms_out - 237;aircraft - helicopter - 1334;0 - book - 1789;guitar - electrical_guitar - 637;plant - bush - 966;biped - human - 154;guitar - electrical_guitar - 637;lamp - streetlight - 623;blade - knife - 723;human - human_arms_out - 249;furniture - cabinet - 955;vehicle - semi - 1570;blade - sword - 705;airplane - glider - 1273;body_part - head - 350;plant - bush - 969;0 - hourglass - 597;0 - eyeglasses - 586;building - skyscraper - 466;0 - city - 1646;spaceship - enterprise_like - 1354;sea_vessel - ship - 1437;airplane - fighter_jet - 1186;0 - door - 1722;body_part - hand - 328;display_device - computer_monitor - 556;underwater_creature - sea_turtle - 281;airplane - fighter_jet - 1176;0 - geographic_map - 1691;0 - umbrella - 1751;0 - city - 1654;body_part - hand - 327;bird - standing_bird - 30;car - race_car - 1511;spaceship - tie_fighter - 1404;biped - human - 142;car - sedan - 1521;train - train_car - 1588;liquid_container - pail - 513;body_part - head - 348
6;airplane - biplane - 1129;blade - knife - 719;airplane - fighter_jet - 1194;airplane - fighter_jet - 1192;0 - geographic_map - 1695;liquid_container - glass_with_stem - 500;underwater_creature - fish - 62;building - one_story_home - 432;vehicle - semi - 1573;building - church - 392;aircraft - helicopter - 1312;airplane - fighter_jet - 1208;bird - flying_bird - 45;biped - human - 202;underwater_creature - fish - 65;human - human_arms_out - 251;airplane - glider - 1274;building - one_story_home - 434;human - human_arms_out - 229;aircraft - helicopter - 1306;furniture - cabinet - 955;airplane - glider - 1279;car - sedan - 1529;underwater_creature - fish - 56;0 - geographic_map - 1695;blade - sword - 711;blade - knife - 720;body_part - face - 307;quadruped - dog - 91;body_part - head - 350;building - one_story_home - 435;airplane - stealth_bomber - 1295;car - sedan - 1527;display_device - computer_monitor - 556;building - one_story_home - 431;car - race_car - 1509;display_device - computer_monitor - 555;0 - umbrella - 1753;building - barn - 459;seat - bench - 777;underwater_creature - sea_turtle - 280;0 - slot_machine - 1803;body_part - hand - 332;insect - butterfly - 11;0 - city - 1658;quadruped - horse - 106;quadruped - dog - 91;airplane - biplane - 1127;0 - eyeglasses - 585;insect - butterfly - 13;spaceship - satellite - 1389;spaceship - flying_saucer - 1378;airplane - glider - 1267;tent - one_peak_tent - 476;0 - wheel - 735;guitar - electrical_guitar - 634;liquid_container - pail - 512;building - gazebo - 396;tool - hammer - 1112;tool - hammer - 1111;liquid_container - glass_with_stem - 497;vehicle - semi - 1570;building - barn - 459;0 - mailbox - 518;guitar - electrical_guitar - 630;tree - barren - 1076;body_part - skull - 378;tree - barren - 1058;biped - human - 190;0 - door - 1709;spaceship - satellite - 1393;spaceship - flying_saucer - 1379;0 - satellite_dish - 1811;sea_vessel - ship - 1433;airplane - fighter_jet - 1232;0 - geographic_map - 1688;body_part - face - 305;body_part - head - 344;vehicle - monster_truck - 1563;airplane - fighter_jet - 1216;0 - geographic_map - 1695;airplane - commercial - 1160;spaceship - enterprise_like - 1374;car - sedan - 1523;furniture - cabinet - 952;body_part - face - 297;building - two_story_home - 440;sea_vessel - ship - 1443;0 - staircase - 1733;vehicle - monster_truck - 1561;0 - book - 1790;liquid_container - vase - 533
7;airplane - biplane - 1141;airplane - fighter_jet - 1174;biped - human - 138;guitar - electrical_guitar - 633;0 - geographic_map - 1686;bird - standing_bird - 33;aircraft - helicopter - 1328;vehicle - covered_wagon - 1565;aircraft - helicopter - 1312;0 - slot_machine - 1806;aircraft - helicopter - 1336;airplane - fighter_jet - 1174;bird - flying_bird - 43;biped - human - 166;human - walking - 262;guitar - electrical_guitar - 627;bird - flying_bird - 41;0 - hat - 1630;human - human_arms_out - 233;quadruped - dog - 88;display_device - computer_monitor - 557;airplane - glider - 1277;suv - jeep - 1489;airplane - fighter_jet - 1238;blade - sword - 703;tool - shovel - 1101;blade - sword - 715;0 - fireplace - 1801;quadruped - dog - 89;0 - hat - 1628;bird - flying_bird - 35;0 - door - 1718;car - sedan - 1529;building - barn - 460;0 - fireplace - 1800;biped - human - 204;building - barn - 461;building - one_story_home - 431;balloon_vehicle - hot_air_balloon - 1342;0 - ladder - 1644;building - one_story_home - 431;display_device - computer_monitor - 556;body_part - skull - 377;insect - butterfly - 15;0 - eyeglasses - 584;seat - desk_chair - 794;cycle - motorcycle - 1483;airplane - biplane - 1125;airplane - glider - 1279;bird - flying_bird - 40;insect - ant - 3;0 - geographic_map - 1689;aircraft - helicopter - 1332;furniture - school_desk - 764;airplane - stealth_bomber - 1295;0 - eyeglasses - 584;building - two_story_home - 446;vehicle - semi - 1572;0 - newtonian_toy - 1667;blade - knife - 721;liquid_container - glass_with_stem - 495;underwater_creature - fish - 68;balloon_vehicle - hot_air_balloon - 1342;human - human_arms_out - 227;airplane - fighter_jet - 1220;0 - door - 1707;body_part - skull - 379;plant - bush - 965;sea_vessel - ship - 1435;airplane - glider - 1269;building - skyscraper - 465;cycle - motorcycle - 1481;0 - fireplace - 1802;blade - knife - 721;sea_vessel - submarine - 1469;0 - chess_set - 1590;cycle - motorcycle - 1481;underwater_creature - fish - 63;underwater_creature - sea_turtle - 282;guitar - electrical_guitar - 631;blade - sword - 701;0 - umbrella - 1750;0 - sink - 1810;building - barn - 458;quadruped - horse - 108;0 - sink - 1807;body_part - hand - 334;biped - human - 168;bird - standing_bird - 32;0 - slot_machine - 1805;building - two_story_home - 440;liquid_container - glass_with_stem - 500
8;spaceship - satellite - 1391;airplane - fighter_jet - 1238;airplane - fighter_jet - 1188;aircraft - helicopter - 1332;airplane - commercial - 1160;body_part - head - 348;underwater_creature - fish - 54;biped - human - 210;underwater_creature - fish - 54;spaceship - flying_saucer - 1384;building - gazebo - 394;aircraft - helicopter - 1316;bird - flying_bird - 41;human - human_arms_out - 255;biped - human - 118;human - walking - 262;bird - flying_bird - 45;0 - hat - 1628;aircraft - helicopter - 1302;gun - handgun - 650;body_part - head - 340;0 - eyeglasses - 581;car - sedan - 1533;biped - human - 126;0 - door - 1705;blade - axe - 730;blade - axe - 732;underwater_creature - sea_turtle - 280;quadruped - horse - 107;body_part - head - 370;building - two_story_home - 442;0 - door - 1708;0 - staircase - 1738;body_part - head - 340;0 - mailbox - 519;gun - handgun - 664;0 - mailbox - 515;body_part - face - 315;body_part - head - 358;0 - city - 1658;0 - satellite_dish - 1811;balloon_vehicle - hot_air_balloon - 1339;building - two_story_home - 438;blade - sword - 691;bird - flying_bird - 41;seat - desk_chair - 802;biped - human - 198;airplane - biplane - 1119;tent - one_peak_tent - 475;plant - bush - 967;seat - desk_chair - 795;0 - umbrella - 1753;aircraft - helicopter - 1326;bird - flying_bird - 47;0 - city - 1656;airplane - commercial - 1148;building - two_story_home - 442;spaceship - satellite - 1388;guitar - electrical_guitar - 628;sea_vessel - submarine - 1470;liquid_container - vase - 531;car - race_car - 1505;building - one_story_home - 434;aircraft - helicopter - 1314;airplane - fighter_jet - 1198;airplane - glider - 1285;vehicle - semi - 1574;0 - eyeglasses - 581;bird - flying_bird - 36;airplane - glider - 1280;underwater_creature - fish - 66;body_part - face - 297;body_part - hand - 329;airplane - fighter_jet - 1186;blade - knife - 719;0 - door - 1720;0 - umbrella - 1752;balloon_vehicle - hot_air_balloon - 1339;building - two_story_home - 442;airplane - fighter_jet - 1174;tool - shovel - 1102;furniture - school_desk - 763;0 - mailbox - 519;car - sedan - 1519;quadruped - horse - 107;car - race_car - 1505;building - one_story_home - 428;underwater_creature - fish - 61;computer - desktop - 1773;bird - standing_bird - 31;spaceship - flying_saucer - 1380;body_part - head - 346
9;tent - one_peak_tent - 476;sea_vessel - ship - 1439;airplane - fighter_jet - 1216;airplane - fighter_jet - 1232;0 - door - 1718;balloon_vehicle - hot_air_balloon - 1339;airplane - commercial - 1156;aircraft - helicopter - 1324;aircraft - helicopter - 1306;train - train_car - 1584;human - human_arms_out - 227;airplane - commercial - 1152;seat - desk_chair - 794;biped - human - 208;tool - hammer - 1109;human - human_arms_out - 239;airplane - glider - 1275;display_device - computer_monitor - 551;aircraft - helicopter - 1322;quadruped - dog - 91;underwater_creature - fish - 63;plant - bush - 965;building - two_story_home - 442;airplane - fighter_jet - 1182;0 - geographic_map - 1691;blade - sword - 687;blade - sword - 713;0 - umbrella - 1752;quadruped - horse - 108;body_part - head - 368;quadruped - horse - 104;airplane - stealth_bomber - 1297;furniture - cabinet - 960;quadruped - rabbit - 109;table - rectangular - 895;gun - handgun - 658;liquid_container - vase - 529;0 - sink - 1810;building - two_story_home - 452;0 - eyeglasses - 582;aircraft - helicopter - 1310;building - two_story_home - 452;building - two_story_home - 452;blade - sword - 709;0 - eyeglasses - 583;sign - billboard - 1685;bird - standing_bird - 30;airplane - biplane - 1133;0 - city - 1660;blade - sword - 715;quadruped - dog - 86;airplane - stealth_bomber - 1296;spaceship - enterprise_like - 1372;airplane - biplane - 1127;0 - door - 1714;bird - flying_bird - 44;liquid_container - pail - 513;body_part - hand - 330;tool - hammer - 1111;sea_vessel - ship - 1447;blade - knife - 721;underwater_creature - fish - 64;underwater_creature - fish - 63;building - gazebo - 395;airplane - fighter_jet - 1170;0 - eyeglasses - 581;building - barn - 458;tree - barren - 1076;building - gazebo - 397;airplane - glider - 1272;bird - standing_bird - 29;underwater_creature - sea_turtle - 280;building - two_story_home - 456;sea_vessel - submarine - 1469;sea_vessel - submarine - 1465;airplane - stealth_bomber - 1293;underwater_creature - sea_turtle - 280;building - two_story_home - 452;car - sedan - 1525;sea_vessel - ship - 1439;airplane - glider - 1283;body_part - face - 309;table - rectangular - 891;suv - jeep - 1489;quadruped - dog - 88;furniture - shelves - 854;building - church - 390;sea_vessel - submarine - 1466;vehicle - monster_truck - 1561;car - sedan - 1525;spaceship - flying_saucer - 1375;liquid_container - vase - 537
10;airplane - biplane - 1123;airplane - fighter_jet - 1206;airplane - fighter_jet - 1198;tool - hammer - 1111;0 - door - 1716;balloon_vehicle - hot_air_balloon - 1345;human - human_arms_out - 255;building - two_story_home - 442;human - human_arms_out - 227;furniture - cabinet - 954;underwater_creature - fish - 68;sea_vessel - ship - 1439;bird - flying_bird - 46;biped - human - 122;biped - human - 136;biped - human - 176;bird - flying_bird - 47;body_part - head - 364;car - race_car - 1506;quadruped - horse - 105;body_part - head - 368;tree - barren - 1058;sea_vessel - submarine - 1471;airplane - fighter_jet - 1244;blade - sword - 711;guitar - electrical_guitar - 629;lamp - streetlight - 618;0 - umbrella - 1749;biped - human - 212;bird - standing_bird - 27;bird - standing_bird - 30;0 - door - 1716;building - two_story_home - 440;display_device - computer_monitor - 550;furniture - shelves - 844;car - race_car - 1511;wheel - gear - 745;building - two_story_home - 446;underwater_creature - fish - 63;0 - chess_set - 1594;aircraft - helicopter - 1326;building - barn - 460;display_device - computer_monitor - 554;blade - sword - 703;table - rectangular - 903;seat - desk_chair - 799;body_part - head - 370;round - single_leg - 936;tree - barren - 1062;guitar - electrical_guitar - 628;quadruped - horse - 103;wheel - gear - 747;spaceship - enterprise_like - 1362;insect - butterfly - 9;0 - door - 1722;tool - hammer - 1112;spaceship - flying_saucer - 1380;plant - potted_plant - 1001;0 - city - 1652;sea_vessel - ship - 1429;airplane - fighter_jet - 1200;car - race_car - 1512;building - two_story_home - 438;biped - human - 162;airplane - fighter_jet - 1258;airplane - glider - 1268;quadruped - rabbit - 110;tree - barren - 1068;building - two_story_home - 444;airplane - glider - 1285;0 - hourglass - 597;liquid_container - vase - 545;building - one_story_home - 425;sea_vessel - submarine - 1465;blade - knife - 721;0 - door - 1711;car - sedan - 1531;body_part - head - 352;vehicle - monster_truck - 1561;airplane - fighter_jet - 1214;0 - door - 1710;body_part - face - 315;0 - city - 1646;furniture - cabinet - 959;quadruped - dog - 92;car - race_car - 1514;suv - jeep - 1489;body_part - hand - 324;bird - flying_bird - 36;0 - slot_machine - 1806;underwater_creature - sea_turtle - 277;balloon_vehicle - hot_air_balloon - 1344
