;airplane - biplane - 1119;airplane - commercial - 1146;airplane - fighter_jet - 1168;airplane - glider - 1267;airplane - stealth_bomber - 1293;balloon_vehicle - hot_air_balloon - 1337;aircraft - helicopter - 1302;spaceship - enterprise_like - 1354;spaceship - satellite - 1388;spaceship - flying_saucer - 1375;spaceship - tie_fighter - 1401;insect - ant - 0;insect - butterfly - 9;biped - human - 118;human - human_arms_out - 219;human - walking - 259;bird - flying_bird - 34;bird - standing_bird - 27;quadruped - dog - 86;quadruped - horse - 103;quadruped - rabbit - 109;animal - snake - 82;underwater_creature - sea_turtle - 277;underwater_creature - fish - 53;blade - axe - 729;blade - knife - 718;blade - sword - 687;body_part - face - 291;body_part - hand - 323;body_part - head - 340;body_part - skull - 376;0 - book - 1789;building - barn - 458;building - church - 389;building - gazebo - 393;building - one_story_home - 423;building - skyscraper - 463;tent - one_peak_tent - 473;building - two_story_home - 438;0 - chess_set - 1589;0 - city - 1646;computer - desktop - 1768;display_device - computer_monitor - 548;0 - door - 1705;0 - eyeglasses - 580;0 - fireplace - 1797;furniture - cabinet - 952;furniture - school_desk - 763;seat - bench - 774;chair - dining_chair - 808;seat - desk_chair - 792;furniture - shelves - 844;table - rectangular - 871;round - single_leg - 933;0 - geographic_map - 1686;gun - handgun - 648;0 - hat - 1626;0 - hourglass - 592;0 - ladder - 1642;lamp - streetlight - 617;liquid_container - glass_with_stem - 494;liquid_container - pail - 510;liquid_container - vase - 527;0 - mailbox - 514;guitar - electrical_guitar - 625;0 - newtonian_toy - 1666;plant - bush - 961;plant - flowers - 970;plant - potted_plant - 989;tree - barren - 1058;tree - conical - 1079;0 - satellite_dish - 1811;sailboat - large_sail_boat - 1453;sea_vessel - ship - 1427;sea_vessel - submarine - 1463;sign - billboard - 1682;0 - sink - 1807;0 - slot_machine - 1803;0 - staircase - 1733;tool - hammer - 1109;tool - shovel - 1099;0 - umbrella - 1748;car - race_car - 1502;car - sedan - 1517;vehicle - covered_wagon - 1565;cycle - motorcycle - 1479;vehicle - monster_truck - 1560;vehicle - semi - 1570;suv - jeep - 1489;train - train_car - 1584;0 - wheel - 733;wheel - gear - 741
1;airplane - biplane - 1127;airplane - commercial - 1152;airplane - fighter_jet - 1218;body_part - hand - 339;airplane - stealth_bomber - 1295;balloon_vehicle - hot_air_balloon - 1344;biped - human - 184;sea_vessel - submarine - 1471;underwater_creature - fish - 69;spaceship - flying_saucer - 1381;plant - potted_plant - 1017;insect - ant - 2;bird - flying_bird - 37;biped - human - 120;tool - hammer - 1109;building - skyscraper - 467;bird - flying_bird - 37;underwater_creature - fish - 63;human - walking - 263;quadruped - horse - 106;quadruped - rabbit - 112;animal - snake - 85;underwater_creature - sea_turtle - 281;underwater_creature - fish - 57;0 - geographic_map - 1691;blade - knife - 720;blade - knife - 722;body_part - face - 295;underwater_creature - sea_turtle - 278;body_part - hand - 333;body_part - skull - 380;0 - door - 1718;body_part - hand - 327;body_part - head - 364;0 - book - 1791;gun - handgun - 658;spaceship - flying_saucer - 1381;0 - umbrella - 1748;display_device - computer_monitor - 557;0 - geographic_map - 1686;building - one_story_home - 431;0 - slot_machine - 1804;display_device - computer_monitor - 556;0 - door - 1710;table - rectangular - 907;0 - fireplace - 1798;body_part - hand - 333;table - rectangular - 913;seat - bench - 779;gun - handgun - 648;seat - desk_chair - 801;furniture - shelves - 850;plant - potted_plant - 1017;round - single_leg - 936;0 - door - 1708;tool - shovel - 1100;underwater_creature - sea_turtle - 277;0 - hourglass - 594;guitar - electrical_guitar - 637;tool - hammer - 1111;vehicle - semi - 1572;spaceship - satellite - 1393;balloon_vehicle - hot_air_balloon - 1339;train - train_car - 1588;guitar - electrical_guitar - 627;seat - bench - 774;building - church - 392;blade - sword - 695;train - train_car - 1585;blade - axe - 729;tree - conical - 1082;spaceship - flying_saucer - 1378;furniture - shelves - 866;sea_vessel - ship - 1429;sea_vessel - submarine - 1470;0 - door - 1716;0 - umbrella - 1749;furniture - cabinet - 954;car - sedan - 1533;human - human_arms_out - 219;0 - door - 1713;table - rectangular - 905;body_part - face - 315;car - sedan - 1521;vehicle - covered_wagon - 1569;cycle - motorcycle - 1481;vehicle - monster_truck - 1563;human - human_arms_out - 227;car - sedan - 1525;body_part - head - 366;spaceship - flying_saucer - 1385;balloon_vehicle - hot_air_balloon - 1343
2;airplane - biplane - 1133;airplane - commercial - 1156;airplane - fighter_jet - 1258;airplane - commercial - 1164;airplane - stealth_bomber - 1297;liquid_container - vase - 539;underwater_creature - fish - 55;car - race_car - 1510;underwater_creature - fish - 68;spaceship - flying_saucer - 1386;spaceship - tie_fighter - 1405;airplane - fighter_jet - 1188;bird - flying_bird - 34;biped - human - 136;human - human_arms_out - 237;airplane - fighter_jet - 1194;insect - butterfly - 12;body_part - hand - 333;car - race_car - 1514;quadruped - dog - 88;building - church - 389;0 - eyeglasses - 580;underwater_creature - sea_turtle - 278;underwater_creature - fish - 56;0 - geographic_map - 1695;blade - axe - 730;blade - knife - 718;body_part - face - 307;sea_vessel - submarine - 1471;body_part - head - 364;0 - hat - 1631;0 - geographic_map - 1686;furniture - cabinet - 957;display_device - computer_monitor - 551;wheel - gear - 742;gun - handgun - 664;0 - mailbox - 515;0 - umbrella - 1751;balloon_vehicle - hot_air_balloon - 1345;0 - chess_set - 1595;guitar - electrical_guitar - 630;building - two_story_home - 448;furniture - cabinet - 955;0 - geographic_map - 1691;0 - eyeglasses - 584;0 - fireplace - 1800;0 - mailbox - 515;furniture - school_desk - 766;seat - bench - 777;spaceship - enterprise_like - 1368;seat - desk_chair - 795;wheel - gear - 743;building - skyscraper - 464;building - one_story_home - 431;0 - door - 1718;0 - staircase - 1734;underwater_creature - sea_turtle - 278;liquid_container - vase - 531;tool - hammer - 1112;tool - hammer - 1112;body_part - hand - 324;building - skyscraper - 465;balloon_vehicle - hot_air_balloon - 1342;biped - human - 158;guitar - electrical_guitar - 635;0 - book - 1789;liquid_container - vase - 529;blade - sword - 711;building - gazebo - 394;tree - barren - 1076;balloon_vehicle - hot_air_balloon - 1341;building - one_story_home - 425;wheel - gear - 742;sea_vessel - ship - 1431;sea_vessel - submarine - 1469;0 - door - 1722;body_part - face - 297;liquid_container - vase - 533;sea_vessel - submarine - 1471;human - human_arms_out - 237;0 - city - 1656;0 - umbrella - 1751;body_part - face - 311;car - sedan - 1525;underwater_creature - sea_turtle - 282;car - race_car - 1511;vehicle - monster_truck - 1561;vehicle - semi - 1573;car - sedan - 1529;bird - standing_bird - 31;spaceship - flying_saucer - 1377;body_part - head - 342
3;airplane - biplane - 1129;airplane - fighter_jet - 1216;airplane - fighter_jet - 1182;sea_vessel - ship - 1429;airplane - glider - 1271;display_device - computer_monitor - 551;aircraft - helicopter - 1320;airplane - fighter_jet - 1222;underwater_creature - fish - 64;spaceship - flying_saucer - 1385;spaceship - tie_fighter - 1402;airplane - fighter_jet - 1204;airplane - glider - 1275;underwater_creature - fish - 57;human - human_arms_out - 251;biped - human - 156;insect - butterfly - 9;bird - standing_bird - 28;aircraft - helicopter - 1322;spaceship - satellite - 1389;computer - desktop - 1775;table - rectangular - 893;airplane - fighter_jet - 1222;biped - human - 126;blade - sword - 711;tool - shovel - 1103;blade - sword - 693;body_part - face - 305;car - sedan - 1533;building - church - 389;vehicle - covered_wagon - 1565;0 - door - 1708;0 - book - 1790;display_device - computer_monitor - 556;body_part - hand - 334;gun - handgun - 666;body_part - hand - 332;0 - umbrella - 1750;body_part - head - 358;0 - door - 1718;underwater_creature - sea_turtle - 280;display_device - computer_monitor - 556;computer - desktop - 1769;blade - axe - 729;seat - bench - 776;car - sedan - 1531;body_part - head - 346;airplane - biplane - 1125;0 - geographic_map - 1695;guitar - electrical_guitar - 633;gun - handgun - 664;wheel - gear - 749;car - race_car - 1513;airplane - biplane - 1125;0 - door - 1716;0 - city - 1652;0 - hat - 1627;tree - conical - 1086;tool - hammer - 1111;blade - knife - 724;underwater_creature - fish - 54;sea_vessel - ship - 1435;balloon_vehicle - hot_air_balloon - 1345;quadruped - rabbit - 111;guitar - electrical_guitar - 631;tool - shovel - 1099;building - two_story_home - 440;plant - bush - 965;vehicle - semi - 1576;airplane - glider - 1281;underwater_creature - fish - 66;underwater_creature - sea_turtle - 280;0 - fireplace - 1802;airplane - fighter_jet - 1224;sea_vessel - ship - 1447;0 - geographic_map - 1686;body_part - face - 305;display_device - computer_monitor - 557;car - sedan - 1529;airplane - commercial - 1150;blade - axe - 731;0 - umbrella - 1750;guitar - electrical_guitar - 632;car - sedan - 1527;building - two_story_home - 442;0 - geographic_map - 1689;building - church - 391;biped - human - 124;car - sedan - 1527;furniture - cabinet - 953;spaceship - flying_saucer - 1382;balloon_vehicle - hot_air_balloon - 1337
4;airplane - biplane - 1121;human - human_arms_out - 255;airplane - fighter_jet - 1188;airplane - fighter_jet - 1224;airplane - glider - 1279;display_device - computer_monitor - 558;biped - human - 128;building - two_story_home - 446;building - skyscraper - 465;0 - mailbox - 515;biped - human - 190;gun - handgun - 660;insect - butterfly - 12;underwater_creature - fish - 53;human - human_arms_out - 223;human - walking - 263;airplane - glider - 1275;0 - mailbox - 515;airplane - fighter_jet - 1202;biped - human - 124;body_part - hand - 333;table - rectangular - 907;car - sedan - 1521;biped - human - 118;0 - door - 1705;tool - shovel - 1104;tool - shovel - 1101;body_part - face - 321;0 - staircase - 1738;display_device - computer_monitor - 554;bird - flying_bird - 35;0 - geographic_map - 1695;car - sedan - 1521;0 - slot_machine - 1803;building - one_story_home - 425;building - one_story_home - 436;display_device - computer_monitor - 549;0 - umbrella - 1753;body_part - head - 356;0 - door - 1721;guitar - electrical_guitar - 632;furniture - cabinet - 955;body_part - hand - 332;0 - ladder - 1645;seat - bench - 777;underwater_creature - sea_turtle - 279;bird - standing_bird - 28;human - walking - 265;blade - sword - 711;guitar - electrical_guitar - 626;underwater_creature - sea_turtle - 279;0 - geographic_map - 1689;building - one_story_home - 424;furniture - school_desk - 764;0 - door - 1719;guitar - electrical_guitar - 637;building - two_story_home - 440;plant - potted_plant - 1011;blade - sword - 695;sea_vessel - ship - 1437;round - single_leg - 938;balloon_vehicle - hot_air_balloon - 1341;balloon_vehicle - hot_air_balloon - 1344;biped - human - 190;biped - human - 172;0 - city - 1656;display_device - computer_monitor - 555;blade - axe - 729;biped - human - 190;tree - barren - 1062;train - train_car - 1588;body_part - hand - 329;0 - sink - 1809;airplane - glider - 1267;body_part - hand - 337;0 - door - 1708;0 - umbrella - 1752;furniture - cabinet - 958;car - sedan - 1519;insect - ant - 4;0 - geographic_map - 1695;tent - one_peak_tent - 473;0 - geographic_map - 1690;car - sedan - 1529;underwater_creature - sea_turtle - 281;0 - door - 1715;vehicle - semi - 1576;sea_vessel - ship - 1435;building - one_story_home - 435;quadruped - rabbit - 110;0 - hat - 1627;display_device - computer_monitor - 558
5;airplane - biplane - 1141;airplane - fighter_jet - 1244;airplane - fighter_jet - 1262;sea_vessel - submarine - 1465;airplane - glider - 1284;body_part - head - 364;biped - human - 122;body_part - hand - 323;underwater_creature - fish - 61;body_part - hand - 333;spaceship - satellite - 1393;gun - handgun - 664;bird - flying_bird - 45;underwater_creature - fish - 56;airplane - commercial - 1150;biped - human - 176;bird - flying_bird - 41;body_part - head - 364;quadruped - horse - 106;quadruped - dog - 91;0 - slot_machine - 1806;bird - flying_bird - 40;car - sedan - 1529;underwater_creature - fish - 55;0 - ladder - 1644;blade - knife - 722;tool - shovel - 1104;body_part - face - 319;car - sedan - 1523;body_part - head - 348;human - human_arms_out - 257;0 - door - 1714;underwater_creature - sea_turtle - 278;balloon_vehicle - hot_air_balloon - 1337;0 - sink - 1809;gun - handgun - 662;building - one_story_home - 434;0 - sink - 1810;balloon_vehicle - hot_air_balloon - 1342;blade - axe - 731;airplane - stealth_bomber - 1294;wheel - gear - 741;0 - slot_machine - 1806;0 - ladder - 1644;tree - barren - 1066;table - rectangular - 881;plant - potted_plant - 1031;tent - one_peak_tent - 474;tool - shovel - 1099;sea_vessel - ship - 1427;car - sedan - 1531;0 - city - 1648;train - train_car - 1586;airplane - biplane - 1119;0 - door - 1721;guitar - electrical_guitar - 626;spaceship - flying_saucer - 1382;plant - potted_plant - 1001;plant - potted_plant - 1005;guitar - electrical_guitar - 637;building - skyscraper - 467;human - human_arms_out - 227;body_part - head - 356;car - sedan - 1525;guitar - electrical_guitar - 632;seat - bench - 777;liquid_container - pail - 513;seat - bench - 779;biped - human - 158;airplane - glider - 1280;round - single_leg - 937;spaceship - flying_saucer - 1379;0 - book - 1791;airplane - commercial - 1164;airplane - fighter_jet - 1232;0 - door - 1720;body_part - face - 295;body_part - skull - 379;aircraft - helicopter - 1314;airplane - fighter_jet - 1214;0 - city - 1662;airplane - glider - 1274;gun - handgun - 654;train - train_car - 1584;building - two_story_home - 444;car - race_car - 1514;0 - staircase - 1733;underwater_creature - fish - 69;car - sedan - 1517;0 - slot_machine - 1805;spaceship - flying_saucer - 1380;balloon_vehicle - hot_air_balloon - 1344
6;airplane - biplane - 1125;biped - human - 136;biped - human - 202;guitar - electrical_guitar - 633;0 - door - 1716;body_part - head - 360;underwater_creature - fish - 54;cycle - motorcycle - 1483;biped - human - 162;building - church - 392;biped - human - 158;biped - human - 202;airplane - biplane - 1145;human - human_arms_out - 255;airplane - fighter_jet - 1226;airplane - fighter_jet - 1176;bird - flying_bird - 40;quadruped - rabbit - 112;human - human_arms_out - 229;quadruped - horse - 107;body_part - head - 370;0 - newtonian_toy - 1666;spaceship - flying_saucer - 1382;biped - human - 134;0 - ladder - 1645;animal - snake - 84;lamp - streetlight - 620;0 - fireplace - 1801;cycle - motorcycle - 1484;body_part - head - 370;vehicle - covered_wagon - 1569;0 - door - 1719;0 - staircase - 1738;body_part - head - 358;spaceship - flying_saucer - 1377;biped - human - 174;spaceship - flying_saucer - 1375;table - rectangular - 919;body_part - head - 360;0 - door - 1708;human - walking - 265;computer - desktop - 1769;body_part - head - 364;0 - geographic_map - 1695;0 - chess_set - 1595;body_part - face - 299;vehicle - covered_wagon - 1568;0 - fireplace - 1799;0 - city - 1662;guitar - electrical_guitar - 628;0 - fireplace - 1800;spaceship - flying_saucer - 1379;human - human_arms_out - 249;airplane - biplane - 1133;0 - city - 1656;guitar - electrical_guitar - 628;underwater_creature - sea_turtle - 281;plant - potted_plant - 1019;guitar - electrical_guitar - 629;tool - shovel - 1100;biped - human - 122;building - skyscraper - 464;display_device - computer_monitor - 557;vehicle - semi - 1576;aircraft - helicopter - 1330;blade - axe - 729;body_part - hand - 327;tree - conical - 1080;vehicle - semi - 1575;0 - door - 1705;vehicle - semi - 1575;0 - sink - 1807;0 - wheel - 736;biped - human - 214;airplane - fighter_jet - 1234;0 - door - 1712;0 - satellite_dish - 1811;building - barn - 460;car - sedan - 1523;human - human_arms_out - 251;0 - book - 1789;airplane - biplane - 1125;seat - bench - 784;train - train_car - 1588;suv - jeep - 1489;biped - human - 176;building - church - 390;building - skyscraper - 465;quadruped - rabbit - 111;underwater_creature - fish - 66;spaceship - flying_saucer - 1375;building - two_story_home - 452
7;airplane - biplane - 1131;human - walking - 261;airplane - fighter_jet - 1194;sea_vessel - ship - 1427;guitar - electrical_guitar - 628;body_part - head - 342;underwater_creature - fish - 56;car - race_car - 1504;aircraft - helicopter - 1312;building - one_story_home - 429;0 - mailbox - 514;airplane - fighter_jet - 1248;aircraft - helicopter - 1334;human - walking - 262;airplane - fighter_jet - 1206;human - human_arms_out - 233;bird - flying_bird - 45;bird - standing_bird - 33;aircraft - helicopter - 1302;biped - human - 162;0 - slot_machine - 1803;insect - butterfly - 10;car - sedan - 1523;biped - human - 120;0 - city - 1660;blade - sword - 687;tool - shovel - 1103;0 - sink - 1807;car - sedan - 1519;bird - standing_bird - 27;0 - hat - 1629;0 - door - 1713;spaceship - flying_saucer - 1382;display_device - computer_monitor - 557;wheel - gear - 747;biped - human - 140;0 - slot_machine - 1806;airplane - biplane - 1141;furniture - cabinet - 954;0 - eyeglasses - 582;cycle - motorcycle - 1481;building - two_story_home - 452;body_part - head - 358;0 - door - 1709;0 - eyeglasses - 583;bird - flying_bird - 39;bird - standing_bird - 27;furniture - school_desk - 765;blade - axe - 731;biped - human - 214;bird - flying_bird - 39;spaceship - flying_saucer - 1378;quadruped - dog - 87;tent - one_peak_tent - 473;0 - book - 1789;0 - eyeglasses - 584;spaceship - flying_saucer - 1377;0 - hourglass - 593;sea_vessel - ship - 1437;plant - potted_plant - 1005;sea_vessel - ship - 1443;vehicle - semi - 1570;body_part - head - 360;balloon_vehicle - hot_air_balloon - 1341;airplane - stealth_bomber - 1294;0 - geographic_map - 1695;body_part - head - 350;seat - bench - 774;tree - conical - 1079;airplane - glider - 1282;liquid_container - glass_with_stem - 500;airplane - stealth_bomber - 1296;0 - hat - 1626;airplane - fighter_jet - 1214;sea_vessel - submarine - 1465;0 - geographic_map - 1688;0 - geographic_map - 1689;display_device - computer_monitor - 556;quadruped - dog - 90;airplane - fighter_jet - 1226;0 - door - 1714;0 - sink - 1810;0 - city - 1654;bird - standing_bird - 31;car - sedan - 1529;car - race_car - 1509;car - sedan - 1535;biped - human - 180;vehicle - covered_wagon - 1569;car - sedan - 1517;underwater_creature - sea_turtle - 277;body_part - head - 352
8;airplane - biplane - 1123;biped - human - 118;airplane - fighter_jet - 1236;tool - hammer - 1110;guitar - electrical_guitar - 634;wheel - gear - 741;spaceship - flying_saucer - 1376;0 - staircase - 1733;biped - human - 180;body_part - hand - 332;train - train_car - 1588;airplane - fighter_jet - 1168;bird - flying_bird - 41;human - walking - 261;airplane - fighter_jet - 1236;biped - human - 170;bird - flying_bird - 43;building - church - 389;biped - human - 184;aircraft - helicopter - 1306;liquid_container - vase - 533;tree - barren - 1066;spaceship - flying_saucer - 1380;biped - human - 182;0 - door - 1710;tool - shovel - 1101;lamp - streetlight - 618;body_part - hand - 336;gun - handgun - 650;display_device - computer_monitor - 548;underwater_creature - sea_turtle - 282;0 - city - 1656;building - one_story_home - 428;quadruped - rabbit - 109;furniture - shelves - 852;guitar - electrical_guitar - 632;body_part - head - 340;seat - bench - 778;building - barn - 459;0 - door - 1719;guitar - electrical_guitar - 625;body_part - head - 362;building - church - 389;airplane - glider - 1280;insect - butterfly - 10;car - race_car - 1511;computer - desktop - 1778;airplane - biplane - 1133;0 - city - 1658;tool - shovel - 1100;spaceship - enterprise_like - 1360;0 - wheel - 734;biped - human - 216;airplane - biplane - 1127;blade - axe - 731;chair - dining_chair - 808;body_part - hand - 323;plant - potted_plant - 1021;blade - knife - 724;lamp - streetlight - 619;sea_vessel - submarine - 1468;bird - standing_bird - 32;building - barn - 459;balloon_vehicle - hot_air_balloon - 1340;guitar - electrical_guitar - 634;blade - sword - 711;spaceship - flying_saucer - 1381;0 - chess_set - 1595;balloon_vehicle - hot_air_balloon - 1341;airplane - glider - 1276;bird - standing_bird - 31;0 - city - 1646;building - one_story_home - 425;tool - hammer - 1110;blade - knife - 721;airplane - stealth_bomber - 1295;spaceship - flying_saucer - 1378;furniture - cabinet - 955;car - sedan - 1521;airplane - fighter_jet - 1206;0 - geographic_map - 1691;furniture - school_desk - 764;human - human_arms_out - 235;underwater_creature - fish - 66;car - sedan - 1525;biped - human - 212;building - one_story_home - 428;body_part - hand - 324;bird - flying_bird - 36;car - sedan - 1527;airplane - fighter_jet - 1222;body_part - head - 360
9;bird - flying_bird - 46;biped - human - 126;human - human_arms_out - 251;blade - knife - 721;guitar - electrical_guitar - 626;body_part - head - 356;biped - human - 134;cycle - motorcycle - 1484;biped - human - 124;0 - slot_machine - 1806;biped - human - 216;airplane - fighter_jet - 1246;bird - flying_bird - 43;biped - human - 126;airplane - fighter_jet - 1214;airplane - fighter_jet - 1266;airplane - biplane - 1145;body_part - head - 340;underwater_creature - fish - 54;bird - standing_bird - 30;body_part - head - 354;insect - butterfly - 13;building - barn - 458;spaceship - flying_saucer - 1376;0 - door - 1714;lamp - streetlight - 620;blade - axe - 730;body_part - face - 297;car - race_car - 1510;underwater_creature - fish - 63;building - one_story_home - 433;0 - door - 1721;furniture - cabinet - 959;body_part - hand - 333;0 - satellite_dish - 1811;biped - human - 176;body_part - hand - 333;airplane - biplane - 1133;furniture - cabinet - 956;0 - chess_set - 1590;gun - handgun - 662;body_part - head - 342;display_device - computer_monitor - 551;blade - sword - 701;gun - handgun - 648;gun - handgun - 664;body_part - head - 340;airplane - biplane - 1121;0 - chess_set - 1595;airplane - commercial - 1148;table - rectangular - 881;wheel - gear - 747;human - human_arms_out - 257;airplane - biplane - 1141;airplane - stealth_bomber - 1295;sea_vessel - ship - 1437;spaceship - flying_saucer - 1380;round - single_leg - 935;0 - staircase - 1734;lamp - streetlight - 623;aircraft - helicopter - 1322;bird - standing_bird - 29;building - two_story_home - 438;spaceship - tie_fighter - 1403;underwater_creature - fish - 65;0 - city - 1662;furniture - shelves - 856;tree - barren - 1060;underwater_creature - fish - 66;tree - barren - 1070;bird - standing_bird - 32;building - one_story_home - 431;building - gazebo - 393;airplane - fighter_jet - 1186;body_part - hand - 339;guitar - electrical_guitar - 634;body_part - hand - 338;body_part - head - 354;car - sedan - 1525;human - human_arms_out - 223;0 - door - 1719;0 - umbrella - 1753;gun - handgun - 662;quadruped - rabbit - 111;0 - hat - 1630;gun - handgun - 650;building - barn - 462;biped - human - 162;building - two_story_home - 442;train - train_car - 1588;0 - book - 1790;body_part - head - 356
10;airplane - stealth_bomber - 1294;biped - human - 120;airplane - fighter_jet - 1228;sea_vessel - ship - 1447;0 - geographic_map - 1686;body_part - head - 352;biped - human - 120;quadruped - horse - 104;vehicle - semi - 1573;spaceship - flying_saucer - 1384;biped - human - 188;airplane - fighter_jet - 1184;bird - flying_bird - 47;human - human_arms_out - 223;body_part - hand - 337;airplane - commercial - 1146;bird - flying_bird - 44;body_part - head - 370;underwater_creature - fish - 55;biped - human - 144;body_part - skull - 379;tree - barren - 1078;spaceship - flying_saucer - 1385;human - human_arms_out - 255;lamp - streetlight - 624;blade - sword - 693;0 - ladder - 1643;gun - handgun - 656;building - two_story_home - 446;computer - desktop - 1775;building - two_story_home - 446;airplane - stealth_bomber - 1295;car - sedan - 1517;body_part - head - 360;0 - wheel - 736;car - race_car - 1514;display_device - computer_monitor - 548;airplane - biplane - 1119;building - two_story_home - 452;0 - chess_set - 1592;spaceship - flying_saucer - 1379;computer - desktop - 1774;body_part - hand - 333;airplane - glider - 1272;guitar - electrical_guitar - 637;human - human_arms_out - 257;plant - potted_plant - 995;building - one_story_home - 431;0 - newtonian_toy - 1666;sea_vessel - ship - 1431;human - human_arms_out - 257;0 - geographic_map - 1694;car - race_car - 1509;airplane - biplane - 1129;0 - door - 1713;table - rectangular - 903;spaceship - flying_saucer - 1385;insect - ant - 1;blade - knife - 720;blade - knife - 720;aircraft - helicopter - 1312;biped - human - 188;underwater_creature - fish - 63;train - train_car - 1585;airplane - fighter_jet - 1172;0 - city - 1658;furniture - shelves - 848;0 - newtonian_toy - 1669;spaceship - satellite - 1393;airplane - glider - 1273;bird - standing_bird - 29;0 - umbrella - 1749;wheel - gear - 747;guitar - electrical_guitar - 633;blade - knife - 719;0 - chess_set - 1596;gun - handgun - 658;building - two_story_home - 438;0 - staircase - 1738;airplane - fighter_jet - 1244;0 - door - 1718;table - rectangular - 909;0 - geographic_map - 1694;car - sedan - 1523;building - two_story_home - 446;biped - human - 174;furniture - cabinet - 960;biped - human - 142;car - sedan - 1521;underwater_creature - fish - 58;spaceship - flying_saucer - 1381;liquid_container - vase - 527
