;airplane - biplane - 1119;airplane - commercial - 1146;airplane - fighter_jet - 1168;airplane - glider - 1267;airplane - stealth_bomber - 1293;balloon_vehicle - hot_air_balloon - 1337;aircraft - helicopter - 1302;spaceship - enterprise_like - 1354;spaceship - satellite - 1388;spaceship - flying_saucer - 1375;spaceship - tie_fighter - 1401;insect - ant - 0;insect - butterfly - 9;biped - human - 118;human - human_arms_out - 219;human - walking - 259;bird - flying_bird - 34;bird - standing_bird - 27;quadruped - dog - 86;quadruped - horse - 103;quadruped - rabbit - 109;animal - snake - 82;underwater_creature - sea_turtle - 277;underwater_creature - fish - 53;blade - axe - 729;blade - knife - 718;blade - sword - 687;body_part - face - 291;body_part - hand - 323;body_part - head - 340;body_part - skull - 376;0 - book - 1789;building - barn - 458;building - church - 389;building - gazebo - 393;building - one_story_home - 423;building - skyscraper - 463;tent - one_peak_tent - 473;building - two_story_home - 438;0 - chess_set - 1589;0 - city - 1646;computer - desktop - 1768;display_device - computer_monitor - 548;0 - door - 1705;0 - eyeglasses - 580;0 - fireplace - 1797;furniture - cabinet - 952;furniture - school_desk - 763;seat - bench - 774;chair - dining_chair - 808;seat - desk_chair - 792;furniture - shelves - 844;table - rectangular - 871;round - single_leg - 933;0 - geographic_map - 1686;gun - handgun - 648;0 - hat - 1626;0 - hourglass - 592;0 - ladder - 1642;lamp - streetlight - 617;liquid_container - glass_with_stem - 494;liquid_container - pail - 510;liquid_container - vase - 527;0 - mailbox - 514;guitar - electrical_guitar - 625;0 - newtonian_toy - 1666;plant - bush - 961;plant - flowers - 970;plant - potted_plant - 989;tree - barren - 1058;tree - conical - 1079;0 - satellite_dish - 1811;sailboat - large_sail_boat - 1453;sea_vessel - ship - 1427;sea_vessel - submarine - 1463;sign - billboard - 1682;0 - sink - 1807;0 - slot_machine - 1803;0 - staircase - 1733;tool - hammer - 1109;tool - shovel - 1099;0 - umbrella - 1748;car - race_car - 1502;car - sedan - 1517;vehicle - covered_wagon - 1565;cycle - motorcycle - 1479;vehicle - monster_truck - 1560;vehicle - semi - 1570;suv - jeep - 1489;train - train_car - 1584;0 - wheel - 733;wheel - gear - 741
1;airplane - biplane - 1121;airplane - commercial - 1152;airplane - fighter_jet - 1218;airplane - commercial - 1164;airplane - stealth_bomber - 1297;liquid_container - vase - 537;aircraft - helicopter - 1310;building - two_story_home - 446;underwater_creature - fish - 69;spaceship - flying_saucer - 1381;aircraft - helicopter - 1304;insect - ant - 2;bird - flying_bird - 37;biped - human - 136;human - human_arms_out - 223;human - human_arms_out - 233;bird - flying_bird - 37;0 - hat - 1628;quadruped - dog - 92;quadruped - horse - 107;body_part - head - 344;chair - dining_chair - 824;underwater_creature - sea_turtle - 281;underwater_creature - fish - 55;0 - ladder - 1644;blade - knife - 720;blade - knife - 722;building - one_story_home - 425;sea_vessel - submarine - 1471;building - church - 389;body_part - skull - 380;0 - city - 1656;body_part - hand - 327;body_part - head - 364;0 - satellite_dish - 1811;car - sedan - 1531;building - one_story_home - 427;0 - umbrella - 1751;body_part - head - 356;0 - chess_set - 1592;0 - umbrella - 1753;0 - slot_machine - 1804;0 - slot_machine - 1803;0 - door - 1710;insect - butterfly - 13;0 - fireplace - 1800;seat - desk_chair - 804;0 - umbrella - 1748;airplane - glider - 1270;chair - dining_chair - 816;seat - desk_chair - 801;furniture - shelves - 850;airplane - commercial - 1164;round - single_leg - 936;0 - door - 1708;0 - city - 1652;0 - fireplace - 1802;0 - hourglass - 594;guitar - electrical_guitar - 636;plant - potted_plant - 1005;round - single_leg - 938;human - human_arms_out - 227;display_device - computer_monitor - 558;0 - mailbox - 516;guitar - electrical_guitar - 631;airplane - glider - 1270;building - church - 392;0 - city - 1662;spaceship - satellite - 1393;tree - barren - 1062;plant - potted_plant - 1009;0 - umbrella - 1749;wheel - gear - 748;sea_vessel - ship - 1429;sea_vessel - submarine - 1470;0 - chess_set - 1591;body_part - face - 297;furniture - cabinet - 954;building - two_story_home - 442;airplane - fighter_jet - 1236;blade - axe - 729;tent - one_peak_tent - 473;car - race_car - 1515;car - sedan - 1527;vehicle - covered_wagon - 1569;0 - geographic_map - 1689;vehicle - monster_truck - 1561;human - human_arms_out - 227;car - sedan - 1525;body_part - head - 366;spaceship - flying_saucer - 1382;body_part - head - 342
2;airplane - biplane - 1133;airplane - commercial - 1156;airplane - fighter_jet - 1258;airplane - fighter_jet - 1234;airplane - stealth_bomber - 1295;liquid_container - vase - 533;underwater_creature - fish - 62;human - human_arms_out - 257;underwater_creature - fish - 68;spaceship - flying_saucer - 1385;building - gazebo - 394;airplane - fighter_jet - 1204;bird - flying_bird - 34;human - walking - 262;human - human_arms_out - 221;human - walking - 263;bird - flying_bird - 43;building - one_story_home - 432;spaceship - enterprise_like - 1374;quadruped - horse - 108;0 - slot_machine - 1803;airplane - glider - 1282;underwater_creature - sea_turtle - 278;underwater_creature - fish - 57;lamp - streetlight - 624;blade - sword - 711;tool - shovel - 1103;body_part - face - 295;biped - human - 210;computer - desktop - 1776;0 - hat - 1630;0 - door - 1713;car - sedan - 1517;display_device - computer_monitor - 551;spaceship - flying_saucer - 1379;building - one_story_home - 424;display_device - computer_monitor - 555;0 - umbrella - 1750;body_part - head - 360;0 - door - 1719;airplane - stealth_bomber - 1294;body_part - head - 362;body_part - skull - 379;0 - geographic_map - 1691;insect - butterfly - 10;0 - fireplace - 1798;vehicle - covered_wagon - 1569;tent - one_peak_tent - 473;seat - bench - 779;airplane - glider - 1271;seat - desk_chair - 800;spaceship - flying_saucer - 1379;aircraft - helicopter - 1332;airplane - biplane - 1133;0 - door - 1716;0 - eyeglasses - 584;0 - hat - 1627;0 - hourglass - 596;guitar - electrical_guitar - 633;sea_vessel - ship - 1437;blade - sword - 705;biped - human - 162;display_device - computer_monitor - 557;bird - standing_bird - 29;guitar - electrical_guitar - 627;seat - bench - 774;building - two_story_home - 440;0 - eyeglasses - 582;underwater_creature - fish - 66;tree - barren - 1068;plant - potted_plant - 989;0 - umbrella - 1752;body_part - face - 291;sea_vessel - ship - 1431;sea_vessel - ship - 1447;0 - door - 1722;body_part - hand - 328;body_part - head - 364;vehicle - monster_truck - 1563;airplane - fighter_jet - 1178;blade - axe - 731;table - rectangular - 919;table - rectangular - 895;car - sedan - 1521;quadruped - horse - 105;furniture - shelves - 854;furniture - shelves - 848;human - walking - 260;car - sedan - 1529;building - church - 392;spaceship - flying_saucer - 1385;liquid_container - vase - 539
3;airplane - biplane - 1127;airplane - fighter_jet - 1244;airplane - fighter_jet - 1262;body_part - hand - 339;0 - book - 1789;liquid_container - vase - 539;aircraft - helicopter - 1320;building - one_story_home - 432;underwater_creature - fish - 64;building - church - 392;spaceship - tie_fighter - 1405;airplane - fighter_jet - 1208;seat - desk_chair - 794;biped - human - 182;human - human_arms_out - 237;biped - human - 148;insect - butterfly - 9;building - church - 389;aircraft - helicopter - 1310;quadruped - horse - 104;building - church - 389;tree - barren - 1068;underwater_creature - sea_turtle - 282;underwater_creature - fish - 56;0 - geographic_map - 1691;tool - shovel - 1104;blade - knife - 718;body_part - face - 305;quadruped - dog - 92;building - one_story_home - 427;building - two_story_home - 446;airplane - stealth_bomber - 1295;car - sedan - 1525;underwater_creature - fish - 63;0 - city - 1646;car - race_car - 1507;building - one_story_home - 434;0 - umbrella - 1748;body_part - head - 352;0 - geographic_map - 1691;aircraft - helicopter - 1322;balloon_vehicle - hot_air_balloon - 1343;body_part - head - 364;0 - ladder - 1645;0 - eyeglasses - 584;body_part - face - 299;quadruped - horse - 105;table - rectangular - 919;0 - door - 1707;body_part - hand - 339;seat - desk_chair - 799;wheel - gear - 743;airplane - commercial - 1162;tent - one_peak_tent - 476;0 - door - 1718;0 - geographic_map - 1697;plant - bush - 966;plant - potted_plant - 1001;tool - hammer - 1111;lamp - streetlight - 623;building - skyscraper - 467;biped - human - 196;balloon_vehicle - hot_air_balloon - 1344;aircraft - helicopter - 1314;guitar - electrical_guitar - 635;airplane - glider - 1268;body_part - hand - 327;seat - bench - 779;vehicle - semi - 1575;tree - barren - 1076;tree - conical - 1082;0 - sink - 1807;0 - fireplace - 1802;airplane - fighter_jet - 1214;airplane - fighter_jet - 1186;0 - chess_set - 1596;0 - satellite_dish - 1811;body_part - head - 344;underwater_creature - sea_turtle - 277;airplane - fighter_jet - 1206;tool - shovel - 1102;furniture - school_desk - 763;table - rectangular - 891;body_part - hand - 327;quadruped - dog - 91;cycle - motorcycle - 1481;vehicle - monster_truck - 1563;biped - human - 142;body_part - hand - 327;quadruped - rabbit - 110;spaceship - flying_saucer - 1377;balloon_vehicle - hot_air_balloon - 1337
4;airplane - biplane - 1131;blade - knife - 719;airplane - fighter_jet - 1182;airplane - fighter_jet - 1232;0 - door - 1716;wheel - gear - 741;airplane - fighter_jet - 1210;building - church - 391;aircraft - helicopter - 1304;spaceship - flying_saucer - 1386;spaceship - tie_fighter - 1402;airplane - fighter_jet - 1246;bird - flying_bird - 42;biped - human - 120;human - human_arms_out - 255;human - human_arms_out - 235;bird - flying_bird - 41;body_part - head - 340;human - walking - 263;spaceship - satellite - 1389;body_part - head - 364;tree - barren - 1058;0 - staircase - 1733;spaceship - flying_saucer - 1376;0 - geographic_map - 1695;blade - knife - 722;tool - shovel - 1104;car - sedan - 1531;quadruped - dog - 91;quadruped - rabbit - 109;0 - hat - 1631;0 - door - 1714;car - sedan - 1521;display_device - computer_monitor - 554;furniture - shelves - 844;car - race_car - 1505;liquid_container - pail - 512;table - rectangular - 919;balloon_vehicle - hot_air_balloon - 1342;insect - butterfly - 10;spaceship - flying_saucer - 1379;computer - desktop - 1774;display_device - computer_monitor - 556;blade - sword - 701;bird - flying_bird - 40;sign - billboard - 1685;vehicle - covered_wagon - 1565;furniture - school_desk - 766;0 - eyeglasses - 585;chair - dining_chair - 810;seat - desk_chair - 798;0 - wheel - 734;airplane - fighter_jet - 1232;seat - desk_chair - 794;0 - door - 1721;0 - door - 1711;building - one_story_home - 432;tree - conical - 1086;guitar - electrical_guitar - 637;blade - knife - 724;liquid_container - glass_with_stem - 499;vehicle - semi - 1570;furniture - cabinet - 956;building - gazebo - 397;guitar - electrical_guitar - 632;0 - door - 1707;body_part - skull - 378;chair - dining_chair - 824;building - skyscraper - 464;airplane - glider - 1277;building - skyscraper - 464;0 - umbrella - 1753;building - one_story_home - 425;sea_vessel - ship - 1437;body_part - hand - 337;airplane - stealth_bomber - 1295;car - sedan - 1531;building - two_story_home - 438;building - barn - 462;airplane - fighter_jet - 1216;0 - geographic_map - 1691;table - rectangular - 909;body_part - face - 311;car - sedan - 1525;quadruped - dog - 89;car - race_car - 1511;building - church - 390;biped - human - 168;computer - desktop - 1773;furniture - cabinet - 953;spaceship - flying_saucer - 1381;liquid_container - vase - 533
5;airplane - biplane - 1129;airplane - commercial - 1150;guitar - electrical_guitar - 630;tool - hammer - 1111;0 - geographic_map - 1686;liquid_container - glass_with_stem - 500;aircraft - helicopter - 1322;aircraft - helicopter - 1336;body_part - hand - 330;0 - slot_machine - 1806;aircraft - helicopter - 1312;airplane - commercial - 1156;bird - flying_bird - 47;biped - human - 186;biped - human - 118;guitar - electrical_guitar - 627;airplane - glider - 1274;building - one_story_home - 427;biped - human - 210;bird - standing_bird - 30;display_device - computer_monitor - 557;airplane - glider - 1268;car - sedan - 1529;sea_vessel - ship - 1439;0 - ladder - 1645;tool - shovel - 1103;tool - shovel - 1101;0 - sink - 1807;biped - human - 212;0 - hat - 1628;building - two_story_home - 442;0 - geographic_map - 1695;car - sedan - 1527;body_part - head - 340;0 - city - 1648;car - race_car - 1509;building - barn - 461;tent - one_peak_tent - 474;furniture - cabinet - 958;0 - city - 1656;aircraft - helicopter - 1310;computer - desktop - 1769;building - two_story_home - 438;0 - ladder - 1644;bird - flying_bird - 41;seat - desk_chair - 799;aircraft - helicopter - 1336;airplane - biplane - 1121;0 - newtonian_toy - 1666;insect - butterfly - 13;seat - desk_chair - 795;wheel - gear - 749;aircraft - helicopter - 1322;aircraft - helicopter - 1334;airplane - stealth_bomber - 1295;guitar - electrical_guitar - 637;display_device - computer_monitor - 555;0 - hourglass - 593;tool - hammer - 1112;sea_vessel - submarine - 1465;blade - knife - 723;biped - human - 124;furniture - cabinet - 955;balloon_vehicle - hot_air_balloon - 1341;airplane - fighter_jet - 1266;tree - barren - 1076;vehicle - semi - 1574;0 - city - 1660;building - skyscraper - 465;0 - eyeglasses - 586;building - skyscraper - 466;0 - city - 1646;building - one_story_home - 431;airplane - fighter_jet - 1224;airplane - fighter_jet - 1232;0 - geographic_map - 1686;body_part - face - 291;underwater_creature - fish - 63;car - sedan - 1529;airplane - fighter_jet - 1186;blade - sword - 701;airplane - fighter_jet - 1264;0 - city - 1650;car - sedan - 1523;quadruped - dog - 88;body_part - face - 297;body_part - hand - 327;biped - human - 154;car - sedan - 1517;train - train_car - 1588;suv - jeep - 1489;liquid_container - vase - 527
6;airplane - biplane - 1125;sea_vessel - ship - 1439;airplane - fighter_jet - 1194;airplane - fighter_jet - 1192;0 - door - 1708;body_part - head - 342;airplane - commercial - 1156;quadruped - horse - 107;vehicle - semi - 1573;spaceship - flying_saucer - 1377;underwater_creature - fish - 64;sea_vessel - ship - 1439;bird - flying_bird - 45;biped - human - 166;underwater_creature - fish - 65;human - human_arms_out - 251;bird - flying_bird - 40;display_device - computer_monitor - 554;quadruped - horse - 107;quadruped - dog - 88;0 - mailbox - 515;0 - newtonian_toy - 1666;building - barn - 462;gun - handgun - 660;tree - barren - 1078;animal - snake - 84;blade - knife - 720;underwater_creature - sea_turtle - 280;quadruped - dog - 89;liquid_container - pail - 512;building - one_story_home - 435;airplane - stealth_bomber - 1297;building - two_story_home - 440;display_device - computer_monitor - 556;furniture - shelves - 850;gun - handgun - 664;body_part - hand - 332;0 - umbrella - 1753;building - two_story_home - 452;0 - city - 1660;0 - satellite_dish - 1811;0 - slot_machine - 1803;computer - desktop - 1769;insect - butterfly - 11;0 - chess_set - 1595;seat - desk_chair - 798;cycle - motorcycle - 1483;furniture - school_desk - 764;airplane - glider - 1278;0 - chess_set - 1595;quadruped - dog - 92;spaceship - flying_saucer - 1378;airplane - commercial - 1154;insect - butterfly - 9;0 - wheel - 735;guitar - electrical_guitar - 628;building - two_story_home - 442;underwater_creature - fish - 69;0 - newtonian_toy - 1667;tool - hammer - 1111;liquid_container - glass_with_stem - 497;underwater_creature - fish - 68;building - barn - 459;building - gazebo - 395;airplane - fighter_jet - 1198;airplane - glider - 1273;body_part - head - 350;plant - bush - 969;tree - conical - 1082;0 - door - 1709;balloon_vehicle - hot_air_balloon - 1341;spaceship - flying_saucer - 1379;biped - human - 210;airplane - fighter_jet - 1220;airplane - fighter_jet - 1234;0 - door - 1716;cycle - motorcycle - 1481;display_device - computer_monitor - 556;underwater_creature - sea_turtle - 282;airplane - fighter_jet - 1174;blade - sword - 707;0 - umbrella - 1751;aircraft - helicopter - 1330;suv - jeep - 1489;seat - desk_chair - 796;car - race_car - 1509;building - one_story_home - 428;underwater_creature - fish - 69;vehicle - monster_truck - 1561;vehicle - monster_truck - 1561;liquid_container - pail - 513;body_part - head - 348
7;airplane - biplane - 1141;airplane - commercial - 1162;airplane - fighter_jet - 1236;guitar - electrical_guitar - 633;0 - door - 1718;balloon_vehicle - hot_air_balloon - 1339;aircraft - helicopter - 1328;quadruped - dog - 91;aircraft - helicopter - 1306;spaceship - flying_saucer - 1382;cycle - motorcycle - 1484;airplane - fighter_jet - 1174;airplane - glider - 1274;biped - human - 178;table - rectangular - 871;biped - human - 138;bird - flying_bird - 45;underwater_creature - fish - 63;aircraft - helicopter - 1302;aircraft - helicopter - 1306;furniture - cabinet - 955;airplane - glider - 1277;building - two_story_home - 442;airplane - fighter_jet - 1206;tool - shovel - 1099;blade - sword - 687;blade - sword - 713;0 - fireplace - 1801;human - human_arms_out - 257;display_device - computer_monitor - 555;bird - standing_bird - 30;0 - geographic_map - 1686;car - sedan - 1529;body_part - head - 344;0 - umbrella - 1753;car - race_car - 1511;display_device - computer_monitor - 554;body_part - face - 299;building - barn - 459;0 - book - 1789;aircraft - helicopter - 1330;display_device - computer_monitor - 556;building - two_story_home - 452;insect - butterfly - 15;plant - bush - 967;seat - desk_chair - 794;biped - human - 198;airplane - biplane - 1127;airplane - glider - 1268;tool - shovel - 1100;spaceship - satellite - 1389;0 - umbrella - 1753;underwater_creature - fish - 65;bird - flying_bird - 42;0 - book - 1789;airplane - commercial - 1148;0 - mailbox - 515;0 - hourglass - 595;blade - sword - 695;sea_vessel - ship - 1447;liquid_container - glass_with_stem - 495;human - human_arms_out - 249;building - one_story_home - 434;vehicle - semi - 1570;airplane - fighter_jet - 1258;plant - bush - 969;body_part - hand - 332;plant - bush - 965;0 - hourglass - 597;0 - city - 1662;spaceship - satellite - 1393;cycle - motorcycle - 1481;building - two_story_home - 456;sea_vessel - submarine - 1469;airplane - fighter_jet - 1212;0 - chess_set - 1595;underwater_creature - sea_turtle - 280;body_part - head - 360;suv - jeep - 1489;guitar - electrical_guitar - 631;0 - ladder - 1644;tent - one_peak_tent - 476;spaceship - enterprise_like - 1374;building - barn - 458;furniture - cabinet - 952;0 - sink - 1807;suv - jeep - 1489;sea_vessel - ship - 1443;quadruped - rabbit - 111;bird - standing_bird - 31;car - sedan - 1521;liquid_container - glass_with_stem - 500
8;tent - one_peak_tent - 476;airplane - fighter_jet - 1174;airplane - fighter_jet - 1240;airplane - commercial - 1154;0 - door - 1711;bird - standing_bird - 33;airplane - fighter_jet - 1208;aircraft - helicopter - 1324;airplane - commercial - 1158;spaceship - flying_saucer - 1384;building - gazebo - 395;airplane - commercial - 1152;bird - flying_bird - 43;biped - human - 208;human - human_arms_out - 251;airplane - fighter_jet - 1192;airplane - glider - 1284;building - one_story_home - 434;human - human_arms_out - 233;quadruped - horse - 105;underwater_creature - fish - 63;0 - eyeglasses - 581;suv - jeep - 1489;underwater_creature - fish - 62;tool - shovel - 1102;guitar - electrical_guitar - 629;blade - axe - 732;building - one_story_home - 433;quadruped - dog - 86;body_part - head - 350;quadruped - horse - 104;0 - door - 1721;0 - staircase - 1738;building - barn - 460;0 - chess_set - 1593;airplane - fighter_jet - 1210;0 - mailbox - 515;0 - sink - 1810;furniture - cabinet - 954;0 - newtonian_toy - 1667;aircraft - helicopter - 1328;building - two_story_home - 452;body_part - head - 354;blade - sword - 717;0 - eyeglasses - 583;tent - one_peak_tent - 474;quadruped - dog - 91;airplane - biplane - 1125;airplane - glider - 1279;bird - flying_bird - 43;insect - ant - 3;0 - geographic_map - 1689;airplane - fighter_jet - 1234;airplane - biplane - 1121;0 - door - 1722;0 - door - 1720;building - two_story_home - 446;building - gazebo - 396;blade - axe - 731;blade - knife - 721;liquid_container - vase - 531;car - race_car - 1505;building - two_story_home - 438;airplane - fighter_jet - 1222;airplane - fighter_jet - 1218;0 - eyeglasses - 581;train - train_car - 1584;tree - barren - 1058;underwater_creature - fish - 58;airplane - glider - 1280;building - skyscraper - 465;underwater_creature - sea_turtle - 280;0 - satellite_dish - 1811;airplane - fighter_jet - 1186;blade - knife - 721;0 - geographic_map - 1688;body_part - face - 305;furniture - cabinet - 958;underwater_creature - sea_turtle - 281;airplane - fighter_jet - 1226;tree - conical - 1080;round - single_leg - 933;0 - city - 1646;building - two_story_home - 444;quadruped - horse - 108;car - race_car - 1514;spaceship - tie_fighter - 1404;sea_vessel - submarine - 1466;car - sedan - 1521;0 - slot_machine - 1805;underwater_creature - sea_turtle - 277;liquid_container - vase - 537
9;spaceship - satellite - 1391;airplane - fighter_jet - 1208;airplane - fighter_jet - 1188;sea_vessel - submarine - 1465;0 - wheel - 735;plant - potted_plant - 995;airplane - fighter_jet - 1182;quadruped - dog - 88;aircraft - helicopter - 1312;train - train_car - 1584;human - human_arms_out - 227;aircraft - helicopter - 1316;bird - flying_bird - 46;biped - human - 128;human - walking - 262;human - walking - 261;airplane - biplane - 1145;liquid_container - pail - 512;car - race_car - 1508;quadruped - dog - 91;display_device - computer_monitor - 556;seat - bench - 774;car - sedan - 1533;airplane - commercial - 1146;blade - sword - 709;tool - shovel - 1101;0 - geographic_map - 1695;body_part - face - 307;quadruped - horse - 105;body_part - head - 364;quadruped - dog - 88;airplane - stealth_bomber - 1293;0 - book - 1790;quadruped - rabbit - 109;0 - fireplace - 1800;0 - sink - 1807;liquid_container - vase - 529;furniture - school_desk - 765;body_part - head - 358;0 - city - 1658;underwater_creature - sea_turtle - 280;body_part - skull - 379;body_part - skull - 377;blade - sword - 691;0 - city - 1658;quadruped - horse - 106;plant - potted_plant - 1031;table - rectangular - 905;tent - one_peak_tent - 475;airplane - stealth_bomber - 1297;seat - desk_chair - 797;table - rectangular - 895;human - human_arms_out - 219;airplane - biplane - 1127;airplane - stealth_bomber - 1297;0 - city - 1650;underwater_creature - sea_turtle - 277;biped - human - 154;guitar - electrical_guitar - 628;animal - snake - 84;blade - knife - 721;biped - human - 142;balloon_vehicle - hot_air_balloon - 1342;human - human_arms_out - 227;airplane - fighter_jet - 1236;airplane - glider - 1279;body_part - skull - 379;0 - eyeglasses - 581;tree - conical - 1079;airplane - glider - 1285;0 - hourglass - 597;spaceship - flying_saucer - 1378;body_part - hand - 329;sea_vessel - ship - 1447;sea_vessel - submarine - 1469;0 - door - 1720;0 - umbrella - 1749;body_part - head - 352;car - sedan - 1525;airplane - fighter_jet - 1214;0 - geographic_map - 1695;round - single_leg - 936;0 - city - 1654;car - sedan - 1519;quadruped - horse - 107;car - race_car - 1505;building - two_story_home - 440;building - one_story_home - 436;0 - staircase - 1733;car - sedan - 1525;0 - book - 1790;balloon_vehicle - hot_air_balloon - 1344
10;plant - potted_plant - 1025;underwater_creature - fish - 53;human - walking - 262;airplane - commercial - 1162;0 - chess_set - 1590;body_part - head - 348;aircraft - helicopter - 1312;bird - standing_bird - 30;underwater_creature - fish - 54;quadruped - rabbit - 110;aircraft - helicopter - 1306;airplane - commercial - 1150;airplane - commercial - 1160;biped - human - 192;car - race_car - 1508;blade - sword - 705;seat - desk_chair - 794;0 - hat - 1630;aircraft - helicopter - 1322;aircraft - helicopter - 1324;building - one_story_home - 434;airplane - glider - 1276;liquid_container - pail - 513;airplane - commercial - 1156;0 - door - 1705;blade - axe - 730;0 - ladder - 1645;body_part - face - 297;spaceship - enterprise_like - 1354;body_part - head - 368;0 - staircase - 1733;0 - door - 1708;car - sedan - 1523;furniture - cabinet - 955;table - rectangular - 895;gun - handgun - 658;wheel - gear - 745;body_part - face - 315;underwater_creature - fish - 63;0 - ladder - 1644;body_part - face - 311;building - barn - 460;body_part - hand - 332;blade - sword - 703;bird - flying_bird - 43;seat - desk_chair - 802;body_part - skull - 381;airplane - biplane - 1133;insect - butterfly - 15;0 - eyeglasses - 584;quadruped - dog - 86;cycle - motorcycle - 1481;airplane - commercial - 1166;furniture - school_desk - 764;0 - door - 1714;bird - flying_bird - 44;spaceship - flying_saucer - 1380;vehicle - semi - 1572;blade - knife - 720;tool - hammer - 1112;plant - potted_plant - 1027;underwater_creature - fish - 64;building - two_story_home - 452;biped - human - 162;airplane - fighter_jet - 1168;airplane - glider - 1285;quadruped - rabbit - 110;tree - barren - 1062;bird - standing_bird - 29;airplane - glider - 1269;bird - standing_bird - 29;body_part - face - 297;airplane - stealth_bomber - 1296;sea_vessel - submarine - 1465;airplane - fighter_jet - 1226;0 - door - 1708;body_part - face - 295;body_part - head - 354;body_part - face - 307;tree - conical - 1081;0 - door - 1719;0 - umbrella - 1750;0 - mailbox - 519;car - sedan - 1529;bird - standing_bird - 30;airplane - fighter_jet - 1254;car - sedan - 1521;body_part - hand - 324;bird - standing_bird - 32;suv - jeep - 1489;furniture - cabinet - 957;body_part - head - 346
