;airplane - biplane - 1119;airplane - commercial - 1146;airplane - fighter_jet - 1168;airplane - glider - 1267;airplane - stealth_bomber - 1293;balloon_vehicle - hot_air_balloon - 1337;aircraft - helicopter - 1302;spaceship - enterprise_like - 1354;spaceship - satellite - 1388;spaceship - flying_saucer - 1375;spaceship - tie_fighter - 1401;insect - ant - 0;insect - butterfly - 9;biped - human - 118;human - human_arms_out - 219;human - walking - 259;bird - flying_bird - 34;bird - standing_bird - 27;quadruped - dog - 86;quadruped - horse - 103;quadruped - rabbit - 109;animal - snake - 82;underwater_creature - sea_turtle - 277;underwater_creature - fish - 53;blade - axe - 729;blade - knife - 718;blade - sword - 687;body_part - face - 291;body_part - hand - 323;body_part - head - 340;body_part - skull - 376;0 - book - 1789;building - barn - 458;building - church - 389;building - gazebo - 393;building - one_story_home - 423;building - skyscraper - 463;tent - one_peak_tent - 473;building - two_story_home - 438;0 - chess_set - 1589;0 - city - 1646;computer - desktop - 1768;display_device - computer_monitor - 548;0 - door - 1705;0 - eyeglasses - 580;0 - fireplace - 1797;furniture - cabinet - 952;furniture - school_desk - 763;seat - bench - 774;chair - dining_chair - 808;seat - desk_chair - 792;furniture - shelves - 844;table - rectangular - 871;round - single_leg - 933;0 - geographic_map - 1686;gun - handgun - 648;0 - hat - 1626;0 - hourglass - 592;0 - ladder - 1642;lamp - streetlight - 617;liquid_container - glass_with_stem - 494;liquid_container - pail - 510;liquid_container - vase - 527;0 - mailbox - 514;guitar - electrical_guitar - 625;0 - newtonian_toy - 1666;plant - bush - 961;plant - flowers - 970;plant - potted_plant - 989;tree - barren - 1058;tree - conical - 1079;0 - satellite_dish - 1811;sailboat - large_sail_boat - 1453;sea_vessel - ship - 1427;sea_vessel - submarine - 1463;sign - billboard - 1682;0 - sink - 1807;0 - slot_machine - 1803;0 - staircase - 1733;tool - hammer - 1109;tool - shovel - 1099;0 - umbrella - 1748;car - race_car - 1502;car - sedan - 1517;vehicle - covered_wagon - 1565;cycle - motorcycle - 1479;vehicle - monster_truck - 1560;vehicle - semi - 1570;suv - jeep - 1489;train - train_car - 1584;0 - wheel - 733;wheel - gear - 741
1;airplane - biplane - 1121;airplane - fighter_jet - 1220;airplane - fighter_jet - 1218;airplane - fighter_jet - 1250;aircraft - helicopter - 1306;balloon_vehicle - hot_air_balloon - 1344;car - race_car - 1509;table - rectangular - 891;bird - flying_bird - 36;spaceship - flying_saucer - 1385;spaceship - tie_fighter - 1402;airplane - fighter_jet - 1240;bird - flying_bird - 34;biped - human - 136;human - human_arms_out - 221;quadruped - dog - 89;bird - flying_bird - 42;0 - hat - 1630;quadruped - dog - 92;quadruped - horse - 107;building - church - 389;0 - door - 1706;underwater_creature - sea_turtle - 281;underwater_creature - fish - 55;biped - human - 146;animal - snake - 84;building - skyscraper - 464;body_part - face - 295;quadruped - dog - 89;bird - standing_bird - 27;body_part - skull - 380;0 - door - 1722;body_part - hand - 334;body_part - head - 364;0 - umbrella - 1750;vehicle - semi - 1575;display_device - computer_monitor - 550;table - rectangular - 909;furniture - cabinet - 954;insect - butterfly - 10;building - two_story_home - 442;building - one_story_home - 428;body_part - hand - 332;0 - door - 1708;tree - conical - 1080;insect - butterfly - 10;vehicle - covered_wagon - 1569;seat - desk_chair - 794;airplane - biplane - 1139;tree - barren - 1078;seat - desk_chair - 801;furniture - shelves - 850;airplane - biplane - 1133;round - single_leg - 936;0 - geographic_map - 1694;0 - mailbox - 519;building - one_story_home - 432;0 - hourglass - 594;blade - sword - 695;balloon_vehicle - hot_air_balloon - 1341;building - skyscraper - 467;plant - potted_plant - 1021;display_device - computer_monitor - 557;aircraft - helicopter - 1312;guitar - electrical_guitar - 631;table - rectangular - 893;furniture - shelves - 848;tree - barren - 1062;underwater_creature - fish - 66;tree - barren - 1076;spaceship - flying_saucer - 1376;liquid_container - vase - 545;0 - mailbox - 515;sea_vessel - ship - 1429;sea_vessel - submarine - 1470;bird - flying_bird - 44;0 - slot_machine - 1806;furniture - cabinet - 955;bird - standing_bird - 33;guitar - electrical_guitar - 633;blade - axe - 730;table - rectangular - 919;car - race_car - 1506;car - sedan - 1523;vehicle - covered_wagon - 1569;cycle - motorcycle - 1482;aircraft - helicopter - 1304;car - race_car - 1513;body_part - head - 366;furniture - cabinet - 953;spaceship - flying_saucer - 1382;balloon_vehicle - hot_air_balloon - 1337
2;airplane - biplane - 1127;airplane - fighter_jet - 1204;airplane - fighter_jet - 1258;aircraft - helicopter - 1322;aircraft - helicopter - 1316;balloon_vehicle - hot_air_balloon - 1338;suv - jeep - 1491;quadruped - dog - 88;underwater_creature - fish - 65;spaceship - flying_saucer - 1386;spaceship - tie_fighter - 1405;airplane - fighter_jet - 1204;bird - flying_bird - 37;human - walking - 262;human - human_arms_out - 223;human - human_arms_out - 241;insect - butterfly - 9;building - one_story_home - 432;quadruped - dog - 91;aircraft - helicopter - 1330;0 - slot_machine - 1803;airplane - glider - 1272;computer - desktop - 1769;gun - handgun - 666;biped - human - 192;sea_vessel - submarine - 1468;underwater_creature - fish - 69;body_part - face - 307;plant - potted_plant - 1033;building - church - 389;0 - hat - 1628;0 - chess_set - 1596;0 - geographic_map - 1689;display_device - computer_monitor - 551;furniture - shelves - 860;car - sedan - 1525;building - two_story_home - 448;sign - billboard - 1683;building - barn - 459;0 - satellite_dish - 1813;computer - desktop - 1772;train - train_car - 1588;display_device - computer_monitor - 549;0 - chess_set - 1596;plant - bush - 965;insect - butterfly - 9;vehicle - covered_wagon - 1565;0 - umbrella - 1751;airplane - biplane - 1125;round - single_leg - 934;seat - desk_chair - 798;0 - book - 1791;airplane - glider - 1267;furniture - school_desk - 764;0 - door - 1716;train - train_car - 1586;0 - hat - 1630;0 - hourglass - 593;blade - sword - 689;insect - ant - 1;airplane - fighter_jet - 1200;plant - potted_plant - 1019;display_device - computer_monitor - 558;airplane - fighter_jet - 1246;guitar - electrical_guitar - 634;0 - door - 1706;body_part - hand - 334;bird - flying_bird - 43;bird - standing_bird - 28;tree - barren - 1068;sea_vessel - ship - 1431;tent - one_peak_tent - 474;building - two_story_home - 442;sea_vessel - ship - 1443;0 - staircase - 1734;0 - geographic_map - 1697;0 - slot_machine - 1803;furniture - cabinet - 954;quadruped - rabbit - 111;human - walking - 262;airplane - glider - 1283;0 - umbrella - 1751;0 - slot_machine - 1803;car - sedan - 1519;furniture - cabinet - 952;sea_vessel - ship - 1441;airplane - fighter_jet - 1210;building - skyscraper - 464;airplane - fighter_jet - 1210;0 - slot_machine - 1805;spaceship - flying_saucer - 1381;display_device - computer_monitor - 558
3;airplane - biplane - 1131;airplane - fighter_jet - 1260;airplane - fighter_jet - 1180;bird - flying_bird - 39;biped - human - 198;display_device - computer_monitor - 551;0 - geographic_map - 1697;quadruped - horse - 106;aircraft - helicopter - 1336;spaceship - flying_saucer - 1387;liquid_container - glass_with_stem - 500;airplane - fighter_jet - 1206;bird - flying_bird - 42;0 - mailbox - 520;human - human_arms_out - 237;0 - door - 1719;airplane - biplane - 1127;building - church - 389;0 - sink - 1808;quadruped - horse - 104;furniture - cabinet - 955;tree - barren - 1076;display_device - computer_monitor - 556;biped - human - 168;guitar - electrical_guitar - 630;blade - sword - 711;underwater_creature - fish - 57;body_part - skull - 379;quadruped - dog - 91;building - one_story_home - 432;airplane - fighter_jet - 1250;0 - door - 1708;furniture - shelves - 848;balloon_vehicle - hot_air_balloon - 1345;airplane - commercial - 1154;0 - staircase - 1738;display_device - computer_monitor - 553;table - rectangular - 891;body_part - head - 360;plant - potted_plant - 999;building - two_story_home - 446;building - church - 392;body_part - head - 364;0 - door - 1712;airplane - glider - 1274;bird - flying_bird - 39;liquid_container - pail - 511;table - rectangular - 919;seat - bench - 780;bird - flying_bird - 34;quadruped - dog - 86;furniture - cabinet - 957;bird - flying_bird - 39;plant - bush - 963;gun - handgun - 664;quadruped - horse - 103;bird - standing_bird - 27;body_part - hand - 330;building - skyscraper - 467;tree - conical - 1082;lamp - streetlight - 619;plant - potted_plant - 1037;balloon_vehicle - hot_air_balloon - 1344;aircraft - helicopter - 1336;guitar - electrical_guitar - 627;table - rectangular - 899;body_part - hand - 327;plant - potted_plant - 991;building - two_story_home - 444;0 - door - 1706;sea_vessel - ship - 1433;liquid_container - vase - 529;0 - satellite_dish - 1811;sea_vessel - submarine - 1464;0 - ladder - 1644;human - human_arms_out - 255;display_device - computer_monitor - 549;display_device - computer_monitor - 556;body_part - face - 297;tool - hammer - 1111;airplane - fighter_jet - 1200;airplane - glider - 1270;body_part - head - 370;car - sedan - 1527;airplane - fighter_jet - 1208;airplane - stealth_bomber - 1294;body_part - face - 297;plant - potted_plant - 1009;furniture - cabinet - 953;body_part - head - 366;wheel - gear - 742;body_part - head - 342
4;airplane - biplane - 1133;airplane - fighter_jet - 1198;airplane - fighter_jet - 1182;airplane - commercial - 1154;body_part - hand - 338;balloon_vehicle - hot_air_balloon - 1345;airplane - fighter_jet - 1194;car - race_car - 1515;tree - conical - 1087;spaceship - flying_saucer - 1381;plant - potted_plant - 995;airplane - fighter_jet - 1190;0 - fireplace - 1797;biped - human - 166;airplane - fighter_jet - 1182;round - single_leg - 935;bird - flying_bird - 43;body_part - head - 340;spaceship - satellite - 1394;building - two_story_home - 456;display_device - computer_monitor - 558;tree - barren - 1058;0 - slot_machine - 1806;0 - door - 1711;biped - human - 160;blade - knife - 720;spaceship - flying_saucer - 1376;body_part - face - 311;quadruped - horse - 105;balloon_vehicle - hot_air_balloon - 1345;bird - flying_bird - 35;furniture - shelves - 846;body_part - hand - 327;underwater_creature - fish - 63;bird - flying_bird - 39;car - sedan - 1533;0 - hat - 1627;liquid_container - vase - 547;body_part - head - 356;quadruped - dog - 89;computer - desktop - 1776;vehicle - monster_truck - 1561;0 - slot_machine - 1806;0 - door - 1710;tree - barren - 1064;bird - flying_bird - 34;body_part - head - 346;airplane - glider - 1278;airplane - biplane - 1121;airplane - biplane - 1127;quadruped - dog - 89;furniture - shelves - 856;plant - bush - 964;airplane - biplane - 1121;0 - door - 1722;building - one_story_home - 431;plant - bush - 966;0 - hourglass - 595;lamp - streetlight - 620;building - one_story_home - 431;blade - sword - 689;airplane - fighter_jet - 1246;building - barn - 459;building - gazebo - 395;guitar - electrical_guitar - 630;0 - eyeglasses - 585;furniture - shelves - 852;chair - dining_chair - 816;bird - standing_bird - 29;tree - barren - 1064;underwater_creature - fish - 59;display_device - computer_monitor - 555;computer - desktop - 1776;sea_vessel - ship - 1433;biped - human - 126;airplane - fighter_jet - 1210;underwater_creature - sea_turtle - 281;furniture - cabinet - 958;quadruped - rabbit - 110;spaceship - enterprise_like - 1368;0 - mailbox - 518;seat - bench - 778;body_part - head - 342;car - sedan - 1521;building - barn - 461;plant - potted_plant - 993;suv - jeep - 1493;underwater_creature - fish - 60;train - train_car - 1584;bird - standing_bird - 31;underwater_creature - sea_turtle - 280;balloon_vehicle - hot_air_balloon - 1344
5;bird - flying_bird - 43;airplane - fighter_jet - 1212;airplane - fighter_jet - 1198;airplane - commercial - 1164;airplane - fighter_jet - 1194;body_part - head - 360;airplane - fighter_jet - 1210;furniture - cabinet - 952;aircraft - helicopter - 1320;spaceship - flying_saucer - 1382;round - single_leg - 937;airplane - fighter_jet - 1246;airplane - biplane - 1127;biped - human - 150;airplane - fighter_jet - 1258;building - gazebo - 396;airplane - biplane - 1119;display_device - computer_monitor - 551;quadruped - horse - 106;lamp - streetlight - 624;display_device - computer_monitor - 557;tree - barren - 1064;body_part - head - 354;vehicle - semi - 1572;biped - human - 186;sea_vessel - submarine - 1465;biped - human - 168;body_part - face - 297;plant - potted_plant - 1003;building - two_story_home - 442;airplane - fighter_jet - 1264;0 - door - 1716;0 - door - 1715;quadruped - rabbit - 112;spaceship - satellite - 1389;furniture - cabinet - 960;display_device - computer_monitor - 559;building - barn - 461;furniture - cabinet - 955;building - church - 391;building - one_story_home - 430;bird - standing_bird - 31;computer - desktop - 1769;0 - door - 1714;tree - conical - 1088;airplane - commercial - 1166;quadruped - horse - 106;plant - potted_plant - 1025;table - rectangular - 913;spaceship - enterprise_like - 1358;airplane - commercial - 1152;underwater_creature - sea_turtle - 280;0 - eyeglasses - 582;bird - flying_bird - 46;0 - door - 1713;aircraft - helicopter - 1330;building - one_story_home - 427;sea_vessel - submarine - 1471;airplane - fighter_jet - 1200;building - two_story_home - 454;human - human_arms_out - 241;plant - potted_plant - 1011;building - one_story_home - 434;airplane - fighter_jet - 1204;airplane - fighter_jet - 1242;tree - barren - 1058;0 - slot_machine - 1804;chair - dining_chair - 828;car - sedan - 1529;plant - bush - 969;blade - sword - 717;liquid_container - pail - 513;building - barn - 461;blade - knife - 720;blade - sword - 713;sailboat - large_sail_boat - 1457;display_device - computer_monitor - 556;0 - slot_machine - 1806;vehicle - covered_wagon - 1567;guitar - electrical_guitar - 636;human - human_arms_out - 241;body_part - face - 293;spaceship - tie_fighter - 1404;car - sedan - 1533;tree - conical - 1083;cycle - motorcycle - 1480;suv - jeep - 1491;blade - sword - 699;body_part - face - 305;furniture - cabinet - 958;0 - sink - 1809;liquid_container - vase - 527
6;airplane - glider - 1274;airplane - commercial - 1150;airplane - fighter_jet - 1188;airplane - fighter_jet - 1232;airplane - fighter_jet - 1226;display_device - computer_monitor - 558;suv - jeep - 1493;quadruped - dog - 90;tree - conical - 1081;0 - door - 1721;spaceship - tie_fighter - 1403;airplane - fighter_jet - 1212;seat - desk_chair - 794;airplane - fighter_jet - 1202;airplane - fighter_jet - 1254;quadruped - dog - 91;bird - flying_bird - 37;plant - bush - 966;spaceship - enterprise_like - 1354;quadruped - dog - 90;body_part - hand - 332;0 - newtonian_toy - 1666;0 - sink - 1807;human - walking - 260;0 - mailbox - 517;blade - sword - 697;car - race_car - 1513;display_device - computer_monitor - 549;0 - satellite_dish - 1813;building - barn - 461;aircraft - helicopter - 1324;furniture - shelves - 858;car - sedan - 1521;display_device - computer_monitor - 554;table - rectangular - 887;building - one_story_home - 436;liquid_container - vase - 529;0 - umbrella - 1749;body_part - head - 358;seat - desk_chair - 792;sailboat - large_sail_boat - 1453;0 - ladder - 1645;0 - sink - 1807;0 - door - 1713;airplane - biplane - 1145;0 - fireplace - 1800;plant - potted_plant - 995;table - rectangular - 885;table - rectangular - 893;airplane - commercial - 1166;airplane - fighter_jet - 1204;body_part - head - 362;chair - dining_chair - 816;airplane - biplane - 1127;0 - geographic_map - 1688;biped - human - 198;body_part - head - 340;bird - standing_bird - 31;lamp - streetlight - 619;plant - potted_plant - 1007;blade - sword - 695;0 - mailbox - 514;furniture - cabinet - 956;airplane - commercial - 1162;0 - mailbox - 520;0 - eyeglasses - 581;0 - ladder - 1645;airplane - biplane - 1125;underwater_creature - fish - 60;0 - newtonian_toy - 1669;blade - sword - 709;body_part - head - 350;building - two_story_home - 446;sea_vessel - ship - 1437;0 - staircase - 1737;lamp - streetlight - 624;underwater_creature - sea_turtle - 277;building - two_story_home - 438;bird - standing_bird - 32;human - walking - 261;human - human_arms_out - 239;table - rectangular - 905;display_device - computer_monitor - 558;furniture - cabinet - 959;seat - desk_chair - 793;underwater_creature - fish - 54;vehicle - monster_truck - 1561;tool - hammer - 1112;vehicle - monster_truck - 1561;train - train_car - 1588;spaceship - flying_saucer - 1387;furniture - cabinet - 955
7;airplane - biplane - 1125;airplane - fighter_jet - 1174;airplane - fighter_jet - 1216;aircraft - helicopter - 1328;airplane - fighter_jet - 1248;wheel - gear - 741;body_part - hand - 335;building - church - 391;airplane - fighter_jet - 1204;0 - door - 1720;plant - potted_plant - 1031;airplane - fighter_jet - 1174;bird - flying_bird - 43;biped - human - 186;airplane - fighter_jet - 1168;quadruped - dog - 92;airplane - biplane - 1133;display_device - computer_monitor - 554;vehicle - covered_wagon - 1569;building - one_story_home - 430;building - two_story_home - 448;plant - bush - 969;body_part - hand - 332;car - sedan - 1535;guitar - electrical_guitar - 627;blade - sword - 703;tool - shovel - 1101;computer - desktop - 1778;spaceship - enterprise_like - 1372;building - two_story_home - 446;aircraft - helicopter - 1310;0 - door - 1705;car - sedan - 1529;display_device - computer_monitor - 557;airplane - commercial - 1164;car - sedan - 1521;body_part - hand - 332;liquid_container - pail - 512;display_device - computer_monitor - 556;seat - desk_chair - 793;building - barn - 461;0 - slot_machine - 1806;display_device - computer_monitor - 556;0 - door - 1716;airplane - biplane - 1131;body_part - face - 313;spaceship - tie_fighter - 1401;spaceship - satellite - 1391;bird - flying_bird - 43;bird - flying_bird - 43;0 - chess_set - 1589;furniture - shelves - 852;aircraft - helicopter - 1322;table - rectangular - 905;insect - butterfly - 11;lamp - streetlight - 624;display_device - computer_monitor - 555;0 - hourglass - 597;plant - potted_plant - 1011;airplane - fighter_jet - 1248;0 - ladder - 1642;seat - desk_chair - 804;balloon_vehicle - hot_air_balloon - 1345;airplane - fighter_jet - 1188;0 - mailbox - 517;tree - barren - 1076;building - barn - 458;airplane - biplane - 1119;human - human_arms_out - 227;0 - eyeglasses - 586;sea_vessel - ship - 1429;building - one_story_home - 427;building - one_story_home - 430;sea_vessel - ship - 1431;sea_vessel - ship - 1447;furniture - shelves - 868;computer - desktop - 1769;building - two_story_home - 452;body_part - skull - 379;0 - mailbox - 520;0 - mailbox - 516;airplane - glider - 1278;building - two_story_home - 448;furniture - shelves - 846;building - one_story_home - 432;underwater_creature - fish - 61;body_part - face - 311;blade - sword - 715;bird - standing_bird - 31;building - barn - 460;0 - wheel - 734;furniture - cabinet - 956
8;airplane - biplane - 1129;airplane - fighter_jet - 1206;airplane - fighter_jet - 1254;0 - staircase - 1739;airplane - fighter_jet - 1178;display_device - computer_monitor - 557;aircraft - helicopter - 1304;quadruped - horse - 104;0 - mailbox - 514;display_device - computer_monitor - 560;liquid_container - pail - 511;airplane - fighter_jet - 1188;airplane - biplane - 1119;underwater_creature - fish - 68;airplane - fighter_jet - 1218;spaceship - enterprise_like - 1356;airplane - biplane - 1131;0 - hat - 1631;quadruped - horse - 107;seat - desk_chair - 806;building - one_story_home - 434;airplane - glider - 1268;building - two_story_home - 452;underwater_creature - fish - 57;biped - human - 128;sea_vessel - submarine - 1464;guitar - electrical_guitar - 637;0 - sink - 1810;spaceship - enterprise_like - 1362;display_device - computer_monitor - 554;0 - fireplace - 1800;0 - door - 1710;vehicle - semi - 1575;building - one_story_home - 434;furniture - shelves - 862;0 - door - 1715;display_device - computer_monitor - 552;table - rectangular - 877;furniture - cabinet - 958;quadruped - dog - 86;computer - desktop - 1770;train - train_car - 1584;underwater_creature - sea_turtle - 277;0 - door - 1722;bird - flying_bird - 43;spaceship - enterprise_like - 1358;plant - potted_plant - 1031;airplane - biplane - 1129;chair - dining_chair - 828;airplane - biplane - 1133;seat - desk_chair - 804;0 - wheel - 734;airplane - biplane - 1127;airplane - biplane - 1119;insect - butterfly - 15;building - one_story_home - 426;display_device - computer_monitor - 554;car - race_car - 1510;human - human_arms_out - 241;0 - hourglass - 592;balloon_vehicle - hot_air_balloon - 1340;aircraft - helicopter - 1312;wheel - gear - 741;plant - potted_plant - 1021;biped - human - 160;plant - bush - 969;0 - book - 1792;chair - dining_chair - 818;biped - human - 142;0 - newtonian_toy - 1666;sea_vessel - ship - 1427;underwater_creature - sea_turtle - 282;0 - city - 1646;sea_vessel - submarine - 1468;blade - knife - 724;body_part - hand - 329;body_part - head - 354;building - barn - 460;body_part - head - 368;car - race_car - 1509;guitar - electrical_guitar - 636;airplane - glider - 1279;furniture - cabinet - 955;underwater_creature - fish - 54;building - two_story_home - 446;body_part - hand - 324;body_part - face - 305;vehicle - semi - 1573;quadruped - rabbit - 111;furniture - cabinet - 957;furniture - shelves - 856;balloon_vehicle - hot_air_balloon - 1343
9;airplane - biplane - 1123;airplane - fighter_jet - 1216;human - human_arms_out - 237;spaceship - satellite - 1389;airplane - fighter_jet - 1186;body_part - head - 352;building - two_story_home - 454;building - barn - 461;aircraft - helicopter - 1312;0 - chess_set - 1590;liquid_container - vase - 541;airplane - commercial - 1150;insect - butterfly - 14;biped - human - 178;plant - potted_plant - 1013;biped - human - 206;bird - flying_bird - 47;balloon_vehicle - hot_air_balloon - 1345;quadruped - dog - 89;bird - standing_bird - 30;building - two_story_home - 452;0 - eyeglasses - 586;display_device - computer_monitor - 549;spaceship - satellite - 1393;biped - human - 140;sea_vessel - submarine - 1469;underwater_creature - fish - 56;body_part - skull - 377;spaceship - enterprise_like - 1356;plant - bush - 966;0 - satellite_dish - 1814;0 - geographic_map - 1694;furniture - cabinet - 960;body_part - hand - 332;airplane - biplane - 1129;car - sedan - 1519;wheel - gear - 745;0 - hat - 1628;body_part - head - 352;quadruped - dog - 91;0 - mailbox - 515;computer - desktop - 1769;body_part - head - 358;0 - book - 1789;tree - barren - 1060;furniture - shelves - 862;building - one_story_home - 432;airplane - glider - 1280;airplane - biplane - 1145;0 - geographic_map - 1696;0 - satellite_dish - 1813;furniture - shelves - 866;0 - staircase - 1739;insect - butterfly - 14;furniture - shelves - 858;sailboat - large_sail_boat - 1457;tent - one_peak_tent - 474;tree - conical - 1082;plant - potted_plant - 1005;building - one_story_home - 436;lamp - streetlight - 620;airplane - fighter_jet - 1234;underwater_creature - fish - 63;airplane - fighter_jet - 1240;0 - geographic_map - 1695;tree - barren - 1062;body_part - head - 362;tree - conical - 1088;car - race_car - 1511;tree - conical - 1080;blade - sword - 701;building - two_story_home - 442;display_device - computer_monitor - 555;biped - human - 134;blade - knife - 719;suv - jeep - 1493;building - two_story_home - 452;body_part - head - 354;body_part - skull - 378;airplane - fighter_jet - 1178;blade - sword - 705;furniture - school_desk - 763;0 - sink - 1807;furniture - cabinet - 960;quadruped - dog - 86;gun - handgun - 666;suv - jeep - 1492;spaceship - satellite - 1393;underwater_creature - fish - 58;vehicle - monster_truck - 1561;wheel - gear - 747;display_device - computer_monitor - 556
10;airplane - biplane - 1141;insect - ant - 2;human - human_arms_out - 221;airplane - commercial - 1148;body_part - hand - 326;body_part - head - 356;airplane - fighter_jet - 1180;spaceship - enterprise_like - 1362;aircraft - helicopter - 1314;furniture - shelves - 858;liquid_container - vase - 543;airplane - commercial - 1162;chair - dining_chair - 816;biped - human - 160;human - human_arms_out - 257;spaceship - enterprise_like - 1372;airplane - biplane - 1121;underwater_creature - fish - 63;0 - satellite_dish - 1813;quadruped - dog - 88;display_device - computer_monitor - 556;tree - conical - 1080;body_part - head - 364;underwater_creature - fish - 56;biped - human - 184;sea_vessel - submarine - 1467;underwater_creature - fish - 67;building - church - 390;0 - chess_set - 1589;body_part - head - 364;aircraft - helicopter - 1326;0 - door - 1721;plant - bush - 961;balloon_vehicle - hot_air_balloon - 1337;airplane - fighter_jet - 1192;car - sedan - 1523;wheel - gear - 746;0 - umbrella - 1752;body_part - head - 354;spaceship - satellite - 1394;sign - billboard - 1683;0 - slot_machine - 1803;body_part - head - 354;0 - door - 1718;tree - barren - 1074;spaceship - satellite - 1389;spaceship - tie_fighter - 1403;body_part - face - 293;airplane - biplane - 1127;plant - bush - 964;furniture - cabinet - 952;wheel - gear - 742;airplane - commercial - 1148;bird - flying_bird - 43;building - barn - 458;tool - hammer - 1109;0 - satellite_dish - 1811;plant - potted_plant - 1007;plant - potted_plant - 1019;car - sedan - 1531;liquid_container - glass_with_stem - 495;building - gazebo - 395;furniture - cabinet - 955;spaceship - satellite - 1388;airplane - fighter_jet - 1202;tent - one_peak_tent - 475;building - church - 392;airplane - biplane - 1127;car - sedan - 1531;tree - barren - 1074;underwater_creature - fish - 67;body_part - hand - 332;0 - fireplace - 1802;sea_vessel - submarine - 1467;biped - human - 202;body_part - face - 297;display_device - computer_monitor - 548;building - barn - 459;building - two_story_home - 440;sea_vessel - submarine - 1471;human - human_arms_out - 245;0 - door - 1707;quadruped - rabbit - 109;vehicle - semi - 1573;body_part - head - 340;biped - human - 216;body_part - skull - 378;underwater_creature - fish - 69;bird - standing_bird - 28;furniture - cabinet - 954;wheel - gear - 749;building - two_story_home - 452
